Date,Home Team,Away Team,Home Score,Away Score,Venue
Sat 26-Jun-2021,Collingwood,Fremantle,79,91,Docklands
Sat 26-Jun-2021,North Melbourne,Gold Coast,72,63,Bellerive Oval
Sat 26-Jun-2021,Port Adelaide,Sydney,81,71,Adelaide Oval
Sat 26-Jun-2021,Essendon,Melbourne,57,68,M.C.G.
Sun 27-Jun-2021,Greater Western Sydney,Hawthorn,72,90,M.C.G.
Sun 27-Jun-2021,West Coast,Western Bulldogs,43,98,Perth Stadium
Sun 27-Jun-2021,Carlton,Adelaide,83,73,Docklands
Thu 01-Jul-2021,Gold Coast,Richmond,77,67,Docklands
Fri 02-Jul-2021,Geelong,Essendon,98,57,Kardinia Park
Sat 03-Jul-2021,Melbourne,Greater Western Sydney,55,64,M.C.G.
Sat 03-Jul-2021,Adelaide,Brisbane Lions,59,111,Adelaide Oval
Sat 03-Jul-2021,Fremantle,Carlton,64,80,M.C.G.
Sat 03-Jul-2021,Hawthorn,Port Adelaide,53,87,Docklands
Sun 04-Jul-2021,Sydney,West Coast,118,26,Kardinia Park
Sun 04-Jul-2021,Collingwood,St Kilda,61,70,M.C.G.
Sun 04-Jul-2021,Western Bulldogs,North Melbourne,108,79,Docklands
Thu 08-Jul-2021,Port Adelaide,Melbourne,55,86,Adelaide Oval
Fri 09-Jul-2021,Essendon,Adelaide,84,21,Docklands
Sat 10-Jul-2021,Hawthorn,Fremantle,46,108,York Park
Sat 10-Jul-2021,Carlton,Geelong,44,70,M.C.G.
Sat 10-Jul-2021,Brisbane Lions,St Kilda,63,95,Carrara
Sun 11-Jul-2021,Greater Western Sydney,Gold Coast,64,65,Eureka Stadium
Sun 11-Jul-2021,Western Bulldogs,Sydney,60,79,Docklands
Sun 11-Jul-2021,Richmond,Collingwood,71,87,M.C.G.
Mon 12-Jul-2021,West Coast,North Melbourne,60,70,Perth Stadium
Thu 15-Jul-2021,Fremantle,Geelong,31,100,Perth Stadium
Fri 16-Jul-2021,Richmond,Brisbane Lions,106,86,Carrara
Sat 17-Jul-2021,St Kilda,Port Adelaide,61,74,Docklands
Sat 17-Jul-2021,Gold Coast,Western Bulldogs,79,90,Carrara
Sat 17-Jul-2021,Melbourne,Hawthorn,79,79,M.C.G.
Sun 18-Jul-2021,North Melbourne,Essendon,74,92,Carrara
Sun 18-Jul-2021,Collingwood,Carlton,62,91,M.C.G.
Sun 18-Jul-2021,Adelaide,West Coast,56,98,Adelaide Oval
Sun 18-Jul-2021,Greater Western Sydney,Sydney,72,98,Carrara
Fri 23-Jul-2021,Port Adelaide,Collingwood,97,69,Docklands
Sat 24-Jul-2021,Carlton,North Melbourne,77,116,Docklands
Sat 24-Jul-2021,Brisbane Lions,Gold Coast,120,71,Gabba
Sat 24-Jul-2021,West Coast,St Kilda,94,86,Perth Stadium
Sat 24-Jul-2021,Melbourne,Western Bulldogs,65,85,M.C.G.
Sat 24-Jul-2021,Adelaide,Hawthorn,102,83,Docklands
Sun 25-Jul-2021,Sydney,Fremantle,98,58,Carrara
Sun 25-Jul-2021,Geelong,Richmond,95,57,M.C.G.
Sun 25-Jul-2021,Essendon,Greater Western Sydney,53,66,Carrara
Fri 30-Jul-2021,St Kilda,Carlton,81,112,Docklands
Sat 31-Jul-2021,Western Bulldogs,Adelaide,105,56,Eureka Stadium
Sat 31-Jul-2021,North Melbourne,Geelong,42,62,Bellerive Oval
Sat 31-Jul-2021,Collingwood,West Coast,90,45,M.C.G.
Sun 01-Aug-2021,Gold Coast,Melbourne,30,128,Docklands
Sun 01-Aug-2021,Hawthorn,Brisbane Lions,92,80,York Park
Sun 01-Aug-2021,Essendon,Sydney,102,109,M.C.G.
Sun 01-Aug-2021,Fremantle,Richmond,55,51,Perth Stadium
Sun 01-Aug-2021,Greater Western Sydney,Port Adelaide,73,100,Docklands
Fri 06-Aug-2021,Geelong,Greater Western Sydney,65,84,Kardinia Park
Sat 07-Aug-2021,Carlton,Gold Coast,57,76,Docklands
Sat 07-Aug-2021,Richmond,North Melbourne,89,56,M.C.G.
Sat 07-Aug-2021,Adelaide,Port Adelaide,51,55,Adelaide Oval
Sat 07-Aug-2021,St Kilda,Sydney,93,64,Docklands
Sun 08-Aug-2021,Hawthorn,Collingwood,97,78,M.C.G.
Sun 08-Aug-2021,Western Bulldogs,Essendon,84,97,Docklands
Sun 08-Aug-2021,Fremantle,Brisbane Lions,54,118,Perth Stadium
Mon 09-Aug-2021,West Coast,Melbourne,63,72,Perth Stadium
Fri 13-Aug-2021,Greater Western Sydney,Richmond,106,67,Docklands
Sat 14-Aug-2021,Hawthorn,Western Bulldogs,64,37,York Park
Sat 14-Aug-2021,Port Adelaide,Carlton,140,45,Adelaide Oval
Sat 14-Aug-2021,Geelong,St Kilda,85,71,Kardinia Park
Sat 14-Aug-2021,Brisbane Lions,Collingwood,142,57,Gabba
Sat 14-Aug-2021,North Melbourne,Sydney,77,91,Docklands
Sun 15-Aug-2021,Melbourne,Adelaide,104,63,M.C.G.
Sun 15-Aug-2021,Gold Coast,Essendon,30,98,Kardinia Park
Sun 15-Aug-2021,Fremantle,West Coast,79,64,Perth Stadium
Fri 20-Aug-2021,Western Bulldogs,Port Adelaide,64,66,Docklands
Sat 21-Aug-2021,Richmond,Hawthorn,83,83,M.C.G.
Sat 21-Aug-2021,Sydney,Gold Coast,136,49,Docklands
Sat 21-Aug-2021,Brisbane Lions,West Coast,125,87,Gabba
Sat 21-Aug-2021,Geelong,Melbourne,77,81,Kardinia Park
Sat 21-Aug-2021,Carlton,Greater Western Sydney,75,89,Docklands
Sun 22-Aug-2021,St Kilda,Fremantle,107,49,Bellerive Oval
Sun 22-Aug-2021,Essendon,Collingwood,102,64,M.C.G.
Sun 22-Aug-2021,Adelaide,North Melbourne,98,54,Adelaide Oval
Fri 27-Aug-2021,Port Adelaide,Geelong,86,43,Adelaide Oval
Sat 28-Aug-2021,Sydney,Greater Western Sydney,73,74,York Park
Sat 28-Aug-2021,Melbourne,Brisbane Lions,93,60,Adelaide Oval
Sun 29-Aug-2021,Western Bulldogs,Essendon,85,36,York Park
Fri 03-Sep-2021,Geelong,Greater Western Sydney,103,68,Perth Stadium
Sat 04-Sep-2021,Brisbane Lions,Western Bulldogs,78,79,Gabba
Fri 10-Sep-2021,Melbourne,Geelong,125,42,Perth Stadium
Sat 11-Sep-2021,Port Adelaide,Western Bulldogs,45,116,Adelaide Oval
Sat 25-Sep-2021,Melbourne,Western Bulldogs,140,66,Perth Stadium
