Date,Home Team,Away Team,Home Score,Away Score,Venue
Sun 07-Apr-2024,Gold Coast,Greater Western Sydney,89,117,Summit Sports Park
Sun 07-Apr-2024,Richmond,St Kilda,60,67,Norwood Oval
Sun 07-Apr-2024,Collingwood,Hawthorn,77,72,Adelaide Oval
Thu 11-Apr-2024,Melbourne,Brisbane Lions,60,82,M.C.G.
Fri 12-Apr-2024,Western Bulldogs,Essendon,67,96,Docklands
Sat 13-Apr-2024,Greater Western Sydney,St Kilda,80,79,Manuka Oval
Sat 13-Apr-2024,Carlton,Adelaide,98,100,Docklands
Sat 13-Apr-2024,Port Adelaide,Fremantle,66,63,Adelaide Oval
Sat 13-Apr-2024,Gold Coast,Hawthorn,109,56,Carrara
Sun 14-Apr-2024,Geelong,North Melbourne,139,64,Kardinia Park
Sun 14-Apr-2024,West Coast,Richmond,109,70,Perth Stadium
Thu 18-Apr-2024,St Kilda,Western Bulldogs,64,124,Docklands
Fri 19-Apr-2024,Adelaide,Essendon,75,78,Adelaide Oval
Sat 20-Apr-2024,Collingwood,Port Adelaide,123,81,M.C.G.
Sat 20-Apr-2024,Carlton,Greater Western Sydney,117,98,Docklands
Sat 20-Apr-2024,Brisbane Lions,Geelong,37,63,Gabba
Sat 20-Apr-2024,West Coast,Fremantle,105,68,Perth Stadium
Sun 21-Apr-2024,Sydney,Gold Coast,110,57,S.C.G.
Sun 21-Apr-2024,North Melbourne,Hawthorn,68,113,Docklands
Wed 24-Apr-2024,Richmond,Melbourne,42,85,M.C.G.
Thu 25-Apr-2024,Essendon,Collingwood,85,85,M.C.G.
Thu 25-Apr-2024,Greater Western Sydney,Brisbane Lions,113,59,Manuka Oval
Fri 26-Apr-2024,Port Adelaide,St Kilda,82,72,Adelaide Oval
Sat 27-Apr-2024,North Melbourne,Adelaide,81,138,Bellerive Oval
Sat 27-Apr-2024,Geelong,Carlton,118,105,M.C.G.
Sat 27-Apr-2024,Fremantle,Western Bulldogs,95,71,Perth Stadium
Sun 28-Apr-2024,Gold Coast,West Coast,112,75,Carrara
Sun 28-Apr-2024,Hawthorn,Sydney,42,118,M.C.G.
Thu 02-May-2024,Adelaide,Port Adelaide,78,48,Adelaide Oval
Fri 03-May-2024,Carlton,Collingwood,79,85,M.C.G.
Sat 04-May-2024,Sydney,Greater Western Sydney,98,69,S.C.G.
Sat 04-May-2024,St Kilda,North Melbourne,103,65,Docklands
Sat 04-May-2024,Melbourne,Geelong,74,66,M.C.G.
Sat 04-May-2024,West Coast,Essendon,71,77,Perth Stadium
Sun 05-May-2024,Richmond,Fremantle,49,103,M.C.G.
Sun 05-May-2024,Western Bulldogs,Hawthorn,91,98,Docklands
Sun 05-May-2024,Brisbane Lions,Gold Coast,79,45,Gabba
Thu 09-May-2024,Carlton,Melbourne,77,76,M.C.G.
Fri 10-May-2024,Geelong,Port Adelaide,95,101,Kardinia Park
Fri 10-May-2024,Fremantle,Sydney,39,87,Perth Stadium
Sat 11-May-2024,Hawthorn,St Kilda,58,53,York Park
Sat 11-May-2024,Essendon,Greater Western Sydney,82,62,Docklands
Sat 11-May-2024,Gold Coast,North Melbourne,120,52,Marrara Oval
Sat 11-May-2024,Richmond,Western Bulldogs,42,133,M.C.G.
Sun 12-May-2024,Collingwood,West Coast,103,37,Docklands
Sun 12-May-2024,Adelaide,Brisbane Lions,90,90,Adelaide Oval
Thu 16-May-2024,Gold Coast,Geelong,164,100,Marrara Oval
Fri 17-May-2024,Sydney,Carlton,117,65,S.C.G.
Sat 18-May-2024,Collingwood,Adelaide,78,74,M.C.G.
Sat 18-May-2024,Greater Western Sydney,Western Bulldogs,43,70,Sydney Showground
Sat 18-May-2024,St Kilda,Fremantle,55,72,Docklands
Sat 18-May-2024,Brisbane Lions,Richmond,163,44,Gabba
Sun 19-May-2024,Essendon,North Melbourne,106,66,Docklands
Sun 19-May-2024,Port Adelaide,Hawthorn,80,79,Adelaide Oval
Sun 19-May-2024,West Coast,Melbourne,105,70,Perth Stadium
Thu 23-May-2024,Western Bulldogs,Sydney,88,102,Docklands
Fri 24-May-2024,Fremantle,Collingwood,75,75,Perth Stadium
Sat 25-May-2024,Carlton,Gold Coast,102,73,Docklands
Sat 25-May-2024,North Melbourne,Port Adelaide,48,107,Bellerive Oval
Sat 25-May-2024,Geelong,Greater Western Sydney,74,78,Kardinia Park
Sat 25-May-2024,Richmond,Essendon,74,86,M.C.G.
Sun 26-May-2024,Hawthorn,Brisbane Lions,100,75,Docklands
Sun 26-May-2024,Melbourne,St Kilda,100,62,M.C.G.
Sun 26-May-2024,Adelaide,West Coast,137,38,Adelaide Oval
Thu 30-May-2024,Port Adelaide,Carlton,71,107,Adelaide Oval
Fri 31-May-2024,Collingwood,Western Bulldogs,82,100,Docklands
Sat 01-Jun-2024,Hawthorn,Adelaide,107,80,M.C.G.
Sat 01-Jun-2024,West Coast,St Kilda,68,82,Perth Stadium
Sat 01-Jun-2024,Geelong,Richmond,99,69,Kardinia Park
Sun 02-Jun-2024,Melbourne,Fremantle,49,141,Traeger Park
Sun 02-Jun-2024,Gold Coast,Essendon,91,80,Carrara
Thu 06-Jun-2024,Adelaide,Richmond,71,79,Adelaide Oval
Fri 07-Jun-2024,Western Bulldogs,Brisbane Lions,71,114,Docklands
Sat 08-Jun-2024,Hawthorn,Greater Western Sydney,85,79,York Park
Sat 08-Jun-2024,West Coast,North Melbourne,65,74,Perth Stadium
Sat 08-Jun-2024,St Kilda,Gold Coast,51,48,Docklands
Sun 09-Jun-2024,Sydney,Geelong,112,82,S.C.G.
Sun 09-Jun-2024,Essendon,Carlton,70,96,M.C.G.
Mon 10-Jun-2024,Collingwood,Melbourne,89,51,M.C.G.
Fri 14-Jun-2024,Brisbane Lions,St Kilda,126,106,Gabba
Sat 15-Jun-2024,Western Bulldogs,Fremantle,149,82,Docklands
Sat 15-Jun-2024,Richmond,Hawthorn,49,97,M.C.G.
Sat 15-Jun-2024,Adelaide,Sydney,67,109,Adelaide Oval
Sun 16-Jun-2024,North Melbourne,Collingwood,118,119,Docklands
Sun 16-Jun-2024,Greater Western Sydney,Port Adelaide,73,51,Sydney Showground
Fri 21-Jun-2024,Carlton,Geelong,138,75,M.C.G.
Sat 22-Jun-2024,Port Adelaide,Brisbane Lions,73,152,Adelaide Oval
Sat 22-Jun-2024,Greater Western Sydney,Sydney,75,102,Sydney Showground
Sat 22-Jun-2024,Melbourne,North Melbourne,70,67,M.C.G.
Sun 23-Jun-2024,Essendon,West Coast,122,92,Docklands
Sun 23-Jun-2024,Fremantle,Gold Coast,85,65,Perth Stadium
Fri 28-Jun-2024,Brisbane Lions,Melbourne,86,81,Gabba
Sat 29-Jun-2024,North Melbourne,Western Bulldogs,60,77,Docklands
Sat 29-Jun-2024,Sydney,Fremantle,98,99,S.C.G.
Sat 29-Jun-2024,Gold Coast,Collingwood,101,90,Carrara
Sat 29-Jun-2024,Adelaide,Greater Western Sydney,94,78,Adelaide Oval
Sat 29-Jun-2024,Geelong,Essendon,105,60,M.C.G.
Sun 30-Jun-2024,St Kilda,Port Adelaide,60,62,Docklands
Sun 30-Jun-2024,Richmond,Carlton,70,131,M.C.G.
Sun 30-Jun-2024,West Coast,Hawthorn,33,94,Perth Stadium
Fri 05-Jul-2024,Collingwood,Essendon,80,92,M.C.G.
Sat 06-Jul-2024,Port Adelaide,Western Bulldogs,102,54,Adelaide Oval
Sat 06-Jul-2024,North Melbourne,Gold Coast,87,83,Docklands
Sat 06-Jul-2024,Geelong,Hawthorn,110,59,Kardinia Park
Sat 06-Jul-2024,Greater Western Sydney,Carlton,116,104,Sydney Showground
Sat 06-Jul-2024,Fremantle,Richmond,105,54,Perth Stadium
Sun 07-Jul-2024,Melbourne,West Coast,112,58,M.C.G.
Sun 07-Jul-2024,St Kilda,Sydney,84,82,Docklands
Sun 07-Jul-2024,Brisbane Lions,Adelaide,97,86,Gabba
Fri 12-Jul-2024,Collingwood,Geelong,71,91,M.C.G.
Sat 13-Jul-2024,Hawthorn,Fremantle,87,74,York Park
Sat 13-Jul-2024,Sydney,North Melbourne,138,59,S.C.G.
Sat 13-Jul-2024,Western Bulldogs,Carlton,100,86,Docklands
Sat 13-Jul-2024,Adelaide,St Kilda,71,39,Adelaide Oval
Sat 13-Jul-2024,Melbourne,Essendon,84,67,M.C.G.
Sun 14-Jul-2024,Gold Coast,Port Adelaide,96,82,Carrara
Sun 14-Jul-2024,Richmond,Greater Western Sydney,84,108,M.C.G.
Sun 14-Jul-2024,West Coast,Brisbane Lions,93,106,Perth Stadium
Fri 19-Jul-2024,Essendon,Adelaide,113,115,Docklands
Sat 20-Jul-2024,St Kilda,West Coast,113,41,Docklands
Sat 20-Jul-2024,Greater Western Sydney,Gold Coast,89,50,Sydney Showground
Sat 20-Jul-2024,Hawthorn,Collingwood,133,67,M.C.G.
Sat 20-Jul-2024,Port Adelaide,Richmond,116,75,Adelaide Oval
Sat 20-Jul-2024,Geelong,Western Bulldogs,48,95,Kardinia Park
Sun 21-Jul-2024,Brisbane Lions,Sydney,79,77,Gabba
Sun 21-Jul-2024,Fremantle,Melbourne,116,66,Perth Stadium
Sun 21-Jul-2024,Carlton,North Melbourne,107,88,Docklands
Fri 26-Jul-2024,Carlton,Port Adelaide,65,79,Docklands
Sat 27-Jul-2024,North Melbourne,Geelong,66,106,Bellerive Oval
Sat 27-Jul-2024,St Kilda,Essendon,108,55,Docklands
Sat 27-Jul-2024,Gold Coast,Brisbane Lions,65,93,Carrara
Sat 27-Jul-2024,Melbourne,Greater Western Sydney,83,85,M.C.G.
Sat 27-Jul-2024,Fremantle,West Coast,110,75,Perth Stadium
Sun 28-Jul-2024,Collingwood,Richmond,93,67,M.C.G.
Sun 28-Jul-2024,Sydney,Western Bulldogs,48,87,S.C.G.
Sun 28-Jul-2024,Adelaide,Hawthorn,58,124,Adelaide Oval
Fri 02-Aug-2024,Western Bulldogs,Melbourne,110,59,Docklands
Fri 02-Aug-2024,West Coast,Gold Coast,97,87,Perth Stadium
Sat 03-Aug-2024,North Melbourne,Richmond,90,77,Docklands
Sat 03-Aug-2024,Geelong,Adelaide,90,85,Kardinia Park
Sat 03-Aug-2024,Port Adelaide,Sydney,148,36,Adelaide Oval
Sat 03-Aug-2024,Collingwood,Carlton,84,81,M.C.G.
Sun 04-Aug-2024,Greater Western Sydney,Hawthorn,84,82,Manuka Oval
Sun 04-Aug-2024,Essendon,Fremantle,90,89,M.C.G.
Sun 04-Aug-2024,St Kilda,Brisbane Lions,39,124,Docklands
Fri 09-Aug-2024,Sydney,Collingwood,89,86,S.C.G.
Sat 10-Aug-2024,North Melbourne,West Coast,97,102,Bellerive Oval
Sat 10-Aug-2024,Brisbane Lions,Greater Western Sydney,64,82,Gabba
Sat 10-Aug-2024,Fremantle,Geelong,62,73,Perth Stadium
Sat 10-Aug-2024,Essendon,Gold Coast,86,87,Docklands
Sat 10-Aug-2024,Melbourne,Port Adelaide,51,53,M.C.G.
Sun 11-Aug-2024,Carlton,Hawthorn,38,112,M.C.G.
Sun 11-Aug-2024,Richmond,St Kilda,51,99,Docklands
Sun 11-Aug-2024,Adelaide,Western Bulldogs,111,72,Adelaide Oval
Fri 16-Aug-2024,Essendon,Sydney,59,98,Docklands
Sat 17-Aug-2024,Greater Western Sydney,Fremantle,101,92,Sydney Showground
Sat 17-Aug-2024,Gold Coast,Melbourne,63,117,Carrara
Sat 17-Aug-2024,Collingwood,Brisbane Lions,79,78,M.C.G.
Sat 17-Aug-2024,Port Adelaide,Adelaide,80,58,Adelaide Oval
Sat 17-Aug-2024,St Kilda,Geelong,107,89,Docklands
Sun 18-Aug-2024,Western Bulldogs,North Melbourne,138,42,Docklands
Sun 18-Aug-2024,Hawthorn,Richmond,131,68,M.C.G.
Sun 18-Aug-2024,West Coast,Carlton,34,99,Perth Stadium
Fri 23-Aug-2024,Melbourne,Collingwood,57,103,M.C.G.
Sat 24-Aug-2024,Hawthorn,North Melbourne,170,46,York Park
Sat 24-Aug-2024,Geelong,West Coast,168,75,Kardinia Park
Sat 24-Aug-2024,Richmond,Gold Coast,66,94,M.C.G.
Sat 24-Aug-2024,Brisbane Lions,Essendon,87,67,Gabba
Sat 24-Aug-2024,Sydney,Adelaide,121,90,S.C.G.
Sun 25-Aug-2024,Western Bulldogs,Greater Western Sydney,98,61,Eureka Stadium
Sun 25-Aug-2024,Carlton,St Kilda,74,76,Docklands
Sun 25-Aug-2024,Fremantle,Port Adelaide,67,87,Perth Stadium
Thu 05-Sep-2024,Port Adelaide,Geelong,54,138,Adelaide Oval
Fri 06-Sep-2024,Western Bulldogs,Hawthorn,62,99,M.C.G.
Sat 07-Sep-2024,Sydney,Greater Western Sydney,88,82,S.C.G.
Sat 07-Sep-2024,Brisbane Lions,Carlton,99,71,Gabba
Fri 13-Sep-2024,Port Adelaide,Hawthorn,75,72,Adelaide Oval
Sat 14-Sep-2024,Greater Western Sydney,Brisbane Lions,100,105,Sydney Showground
Fri 20-Sep-2024,Sydney,Port Adelaide,95,59,S.C.G.
Sat 21-Sep-2024,Geelong,Brisbane Lions,85,95,M.C.G.
Sat 28-Sep-2024,Sydney,Brisbane Lions,60,120,M.C.G.
