Date,Home Team,Away Team,Home Score,Away Score,Venue
Sun 15-Apr-2018,Essendon,Port Adelaide,106,84,Docklands
Sun 15-Apr-2018,Hawthorn,Melbourne,115,48,M.C.G.
Sun 15-Apr-2018,Geelong,St Kilda,103,56,Kardinia Park
Fri 20-Apr-2018,Sydney,Adelaide,75,85,S.C.G.
Sat 21-Apr-2018,St Kilda,Greater Western Sydney,73,73,Docklands
Sat 21-Apr-2018,Carlton,West Coast,69,79,M.C.G.
Sat 21-Apr-2018,Port Adelaide,Geelong,50,84,Adelaide Oval
Sat 21-Apr-2018,Fremantle,Western Bulldogs,108,54,Perth Stadium
Sun 22-Apr-2018,North Melbourne,Hawthorn,98,70,Docklands
Sun 22-Apr-2018,Brisbane Lions,Gold Coast,71,76,Gabba
Tue 24-Apr-2018,Melbourne,Richmond,56,102,M.C.G.
Wed 25-Apr-2018,Collingwood,Essendon,101,52,M.C.G.
Fri 27-Apr-2018,Western Bulldogs,Carlton,80,59,Docklands
Sat 28-Apr-2018,Geelong,Sydney,69,86,Kardinia Park
Sat 28-Apr-2018,North Melbourne,Port Adelaide,69,102,Docklands
Sat 28-Apr-2018,Greater Western Sydney,Brisbane Lions,77,43,Sydney Showground
Sat 28-Apr-2018,Hawthorn,St Kilda,89,54,York Park
Sat 28-Apr-2018,Adelaide,Gold Coast,110,62,Adelaide Oval
Sun 29-Apr-2018,Essendon,Melbourne,72,108,Docklands
Sun 29-Apr-2018,Collingwood,Richmond,70,113,M.C.G.
Sun 29-Apr-2018,Fremantle,West Coast,81,89,Perth Stadium
Fri 04-May-2018,Geelong,Greater Western Sydney,93,32,Kardinia Park
Sat 05-May-2018,Western Bulldogs,Gold Coast,81,72,Eureka Stadium
Sat 05-May-2018,Essendon,Hawthorn,67,90,M.C.G.
Sat 05-May-2018,West Coast,Port Adelaide,102,60,Perth Stadium
Sat 05-May-2018,Sydney,North Melbourne,66,68,S.C.G.
Sat 05-May-2018,Adelaide,Carlton,125,70,Adelaide Oval
Sun 06-May-2018,Richmond,Fremantle,110,33,M.C.G.
Sun 06-May-2018,St Kilda,Melbourne,67,106,Docklands
Sun 06-May-2018,Brisbane Lions,Collingwood,114,121,Gabba
Fri 11-May-2018,Hawthorn,Sydney,71,79,M.C.G.
Sat 12-May-2018,Greater Western Sydney,West Coast,61,86,Sydney Showground
Sat 12-May-2018,Carlton,Essendon,91,78,M.C.G.
Sat 12-May-2018,Gold Coast,Melbourne,77,146,Gabba
Sat 12-May-2018,Port Adelaide,Adelaide,95,90,Adelaide Oval
Sat 12-May-2018,Western Bulldogs,Brisbane Lions,107,93,Docklands
Sat 12-May-2018,Fremantle,St Kilda,89,59,Perth Stadium
Sun 13-May-2018,North Melbourne,Richmond,72,82,Docklands
Sun 13-May-2018,Collingwood,Geelong,45,66,M.C.G.
Fri 18-May-2018,Adelaide,Western Bulldogs,63,26,Adelaide Oval
Sat 19-May-2018,North Melbourne,Greater Western Sydney,112,69,Bellerive Oval
Sat 19-May-2018,Gold Coast,Port Adelaide,42,82,Jiangwan Stadium
Sat 19-May-2018,Essendon,Geelong,84,50,M.C.G.
Sat 19-May-2018,St Kilda,Collingwood,72,100,Docklands
Sat 19-May-2018,Sydney,Fremantle,111,52,S.C.G.
Sun 20-May-2018,Carlton,Melbourne,50,159,M.C.G.
Sun 20-May-2018,Brisbane Lions,Hawthorn,129,73,Gabba
Sun 20-May-2018,West Coast,Richmond,130,83,Perth Stadium
Fri 25-May-2018,Collingwood,Western Bulldogs,90,55,Docklands
Sat 26-May-2018,Richmond,St Kilda,105,77,M.C.G.
Sat 26-May-2018,Brisbane Lions,Sydney,49,67,Gabba
Sat 26-May-2018,Geelong,Carlton,73,45,Kardinia Park
Sat 26-May-2018,Greater Western Sydney,Essendon,60,95,Sydney Showground
Sun 27-May-2018,Hawthorn,West Coast,60,75,Docklands
Sun 27-May-2018,Melbourne,Adelaide,146,55,Traeger Park
Sun 27-May-2018,Fremantle,North Melbourne,58,86,Perth Stadium
Fri 01-Jun-2018,Sydney,Carlton,91,61,S.C.G.
Sat 02-Jun-2018,Western Bulldogs,Melbourne,51,100,Docklands
Sat 02-Jun-2018,Hawthorn,Port Adelaide,64,61,York Park
Sat 02-Jun-2018,Gold Coast,Geelong,36,121,Carrara
Sat 02-Jun-2018,Essendon,Richmond,43,114,M.C.G.
Sat 02-Jun-2018,West Coast,St Kilda,101,88,Perth Stadium
Sun 03-Jun-2018,North Melbourne,Brisbane Lions,141,87,Docklands
Sun 03-Jun-2018,Collingwood,Fremantle,138,77,M.C.G.
Sun 03-Jun-2018,Adelaide,Greater Western Sydney,81,97,Adelaide Oval
Fri 08-Jun-2018,Port Adelaide,Richmond,72,58,Adelaide Oval
Sat 09-Jun-2018,Geelong,North Melbourne,96,59,Kardinia Park
Sat 09-Jun-2018,Greater Western Sydney,Gold Coast,134,26,Sydney Showground
Sat 09-Jun-2018,St Kilda,Sydney,55,126,Docklands
Sun 10-Jun-2018,Brisbane Lions,Essendon,62,84,Gabba
Sun 10-Jun-2018,Fremantle,Adelaide,71,68,Perth Stadium
Mon 11-Jun-2018,Melbourne,Collingwood,91,133,M.C.G.
Thu 14-Jun-2018,Port Adelaide,Western Bulldogs,132,75,Adelaide Oval
Fri 15-Jun-2018,Sydney,West Coast,72,57,S.C.G.
Sat 16-Jun-2018,Carlton,Fremantle,46,103,Docklands
Sat 16-Jun-2018,Gold Coast,St Kilda,78,80,Carrara
Sat 16-Jun-2018,Hawthorn,Adelaide,88,32,M.C.G.
Sun 17-Jun-2018,Geelong,Richmond,65,83,M.C.G.
Thu 21-Jun-2018,West Coast,Essendon,52,80,Perth Stadium
Fri 22-Jun-2018,Port Adelaide,Melbourne,75,65,Adelaide Oval
Sat 23-Jun-2018,Hawthorn,Gold Coast,96,43,York Park
Sat 23-Jun-2018,Brisbane Lions,Greater Western Sydney,82,109,Gabba
Sat 23-Jun-2018,Western Bulldogs,North Melbourne,75,77,Docklands
Sun 24-Jun-2018,Collingwood,Carlton,79,59,M.C.G.
Thu 28-Jun-2018,Richmond,Sydney,93,67,Docklands
Fri 29-Jun-2018,Western Bulldogs,Geelong,103,101,Docklands
Sat 30-Jun-2018,Carlton,Port Adelaide,69,90,M.C.G.
Sat 30-Jun-2018,Adelaide,West Coast,88,78,Adelaide Oval
Sat 30-Jun-2018,Gold Coast,Collingwood,60,99,Carrara
Sat 30-Jun-2018,Greater Western Sydney,Hawthorn,95,84,Sydney Showground
Sun 01-Jul-2018,Melbourne,St Kilda,117,119,M.C.G.
Sun 01-Jul-2018,Essendon,North Melbourne,125,108,Docklands
Sun 01-Jul-2018,Fremantle,Brisbane Lions,64,119,Perth Stadium
Thu 05-Jul-2018,Sydney,Geelong,59,71,S.C.G.
Fri 06-Jul-2018,Richmond,Adelaide,103,56,M.C.G.
Sat 07-Jul-2018,Brisbane Lions,Carlton,120,55,Gabba
Sat 07-Jul-2018,Port Adelaide,St Kilda,86,50,Adelaide Oval
Sat 07-Jul-2018,Western Bulldogs,Hawthorn,59,122,Docklands
Sat 07-Jul-2018,Melbourne,Fremantle,102,48,Marrara Oval
Sun 08-Jul-2018,North Melbourne,Gold Coast,95,58,Docklands
Sun 08-Jul-2018,Essendon,Collingwood,62,78,M.C.G.
Sun 08-Jul-2018,West Coast,Greater Western Sydney,86,75,Perth Stadium
Thu 12-Jul-2018,Adelaide,Geelong,112,97,Adelaide Oval
Fri 13-Jul-2018,St Kilda,Carlton,116,52,Docklands
Sat 14-Jul-2018,Hawthorn,Brisbane Lions,65,98,York Park
Sat 14-Jul-2018,Melbourne,Western Bulldogs,119,69,M.C.G.
Sat 14-Jul-2018,Gold Coast,Essendon,51,95,Carrara
Sat 14-Jul-2018,Greater Western Sydney,Richmond,79,77,Sydney Showground
Sun 15-Jul-2018,Collingwood,West Coast,67,102,M.C.G.
Sun 15-Jul-2018,North Melbourne,Sydney,98,104,Docklands
Sun 15-Jul-2018,Fremantle,Port Adelaide,59,50,Perth Stadium
Fri 20-Jul-2018,St Kilda,Richmond,57,111,Docklands
Sat 21-Jul-2018,Collingwood,North Melbourne,130,64,M.C.G.
Sat 21-Jul-2018,Sydney,Gold Coast,64,88,S.C.G.
Sat 21-Jul-2018,Essendon,Fremantle,99,70,Docklands
Sat 21-Jul-2018,Brisbane Lions,Adelaide,88,93,Gabba
Sat 21-Jul-2018,Geelong,Melbourne,100,98,Kardinia Park
Sun 22-Jul-2018,Carlton,Hawthorn,52,124,Docklands
Sun 22-Jul-2018,West Coast,Western Bulldogs,100,46,Perth Stadium
Sun 22-Jul-2018,Port Adelaide,Greater Western Sydney,58,80,Adelaide Oval
Fri 27-Jul-2018,Essendon,Sydney,109,66,Docklands
Sat 28-Jul-2018,Richmond,Collingwood,105,77,M.C.G.
Sat 28-Jul-2018,Geelong,Brisbane Lions,120,78,Kardinia Park
Sat 28-Jul-2018,Greater Western Sydney,St Kilda,86,61,Sydney Showground
Sat 28-Jul-2018,Gold Coast,Carlton,44,79,Carrara
Sat 28-Jul-2018,Adelaide,Melbourne,77,90,Adelaide Oval
Sun 29-Jul-2018,North Melbourne,West Coast,81,41,Bellerive Oval
Sun 29-Jul-2018,Western Bulldogs,Port Adelaide,34,78,Eureka Stadium
Sun 29-Jul-2018,Fremantle,Hawthorn,53,112,Perth Stadium
Fri 03-Aug-2018,Richmond,Geelong,85,82,M.C.G.
Sat 04-Aug-2018,Hawthorn,Essendon,107,103,M.C.G.
Sat 04-Aug-2018,Brisbane Lions,North Melbourne,104,107,Gabba
Sat 04-Aug-2018,Adelaide,Port Adelaide,96,93,Adelaide Oval
Sat 04-Aug-2018,Sydney,Collingwood,73,71,S.C.G.
Sat 04-Aug-2018,St Kilda,Western Bulldogs,68,103,Docklands
Sun 05-Aug-2018,Carlton,Greater Western Sydney,46,151,Docklands
Sun 05-Aug-2018,Melbourne,Gold Coast,143,47,M.C.G.
Sun 05-Aug-2018,West Coast,Fremantle,142,84,Perth Stadium
Fri 10-Aug-2018,Essendon,St Kilda,122,79,Docklands
Sat 11-Aug-2018,Hawthorn,Geelong,71,60,M.C.G.
Sat 11-Aug-2018,Gold Coast,Richmond,51,125,Carrara
Sat 11-Aug-2018,Port Adelaide,West Coast,58,62,Adelaide Oval
Sat 11-Aug-2018,Greater Western Sydney,Adelaide,106,92,Manuka Oval
Sat 11-Aug-2018,Collingwood,Brisbane Lions,104,73,Docklands
Sun 12-Aug-2018,North Melbourne,Western Bulldogs,85,92,Docklands
Sun 12-Aug-2018,Melbourne,Sydney,78,87,M.C.G.
Sun 12-Aug-2018,Fremantle,Carlton,101,72,Perth Stadium
Fri 17-Aug-2018,Richmond,Essendon,81,73,M.C.G.
Sat 18-Aug-2018,Collingwood,Port Adelaide,115,64,M.C.G.
Sat 18-Aug-2018,Geelong,Fremantle,158,25,Kardinia Park
Sat 18-Aug-2018,Greater Western Sydney,Sydney,60,80,Sydney Showground
Sat 18-Aug-2018,St Kilda,Hawthorn,76,80,Docklands
Sat 18-Aug-2018,Gold Coast,Brisbane Lions,74,78,Carrara
Sun 19-Aug-2018,Carlton,Western Bulldogs,49,66,Docklands
Sun 19-Aug-2018,West Coast,Melbourne,91,108,Perth Stadium
Sun 19-Aug-2018,Adelaide,North Melbourne,86,77,Adelaide Oval
Fri 24-Aug-2018,Port Adelaide,Essendon,89,111,Adelaide Oval
Sat 25-Aug-2018,Geelong,Gold Coast,142,40,Kardinia Park
Sat 25-Aug-2018,Richmond,Western Bulldogs,98,95,M.C.G.
Sat 25-Aug-2018,Fremantle,Collingwood,67,76,Perth Stadium
Sat 25-Aug-2018,Carlton,Adelaide,61,165,Docklands
Sat 25-Aug-2018,Sydney,Hawthorn,74,83,S.C.G.
Sun 26-Aug-2018,Brisbane Lions,West Coast,72,98,Gabba
Sun 26-Aug-2018,Melbourne,Greater Western Sydney,102,57,M.C.G.
Sun 26-Aug-2018,St Kilda,North Melbourne,94,117,Docklands
Thu 06-Sep-2018,Richmond,Hawthorn,95,64,M.C.G.
Fri 07-Sep-2018,Melbourne,Geelong,75,46,M.C.G.
Sat 08-Sep-2018,Sydney,Greater Western Sydney,30,79,S.C.G.
Sat 08-Sep-2018,West Coast,Collingwood,86,70,Perth Stadium
Fri 14-Sep-2018,Hawthorn,Melbourne,71,104,M.C.G.
Sat 15-Sep-2018,Collingwood,Greater Western Sydney,69,59,M.C.G.
Fri 21-Sep-2018,Richmond,Collingwood,58,97,M.C.G.
Sat 22-Sep-2018,West Coast,Melbourne,121,55,Perth Stadium
Sat 29-Sep-2018,West Coast,Collingwood,79,74,M.C.G.
