Date,Home Team,Away Team,Home Score,Away Score,Venue
Sat 18-Jun-2016,Western Bulldogs,Geelong,43,100,Docklands
Sun 19-Jun-2016,Sydney,Melbourne,86,31,S.C.G.
Sun 19-Jun-2016,Essendon,Greater Western Sydney,90,117,Docklands
Thu 23-Jun-2016,Adelaide,North Melbourne,100,67,Adelaide Oval
Fri 24-Jun-2016,Collingwood,Fremantle,85,37,M.C.G.
Sat 25-Jun-2016,Richmond,Brisbane Lions,117,75,M.C.G.
Sat 25-Jun-2016,Greater Western Sydney,Carlton,127,65,Sydney Showground
Sat 25-Jun-2016,St Kilda,Geelong,93,90,Docklands
Sun 26-Jun-2016,Hawthorn,Gold Coast,86,60,York Park
Thu 30-Jun-2016,West Coast,Essendon,130,52,Subiaco
Fri 01-Jul-2016,Port Adelaide,Richmond,94,56,Adelaide Oval
Sat 02-Jul-2016,Gold Coast,St Kilda,108,68,Carrara
Sat 02-Jul-2016,Sydney,Western Bulldogs,79,83,S.C.G.
Sat 02-Jul-2016,Carlton,Collingwood,45,57,M.C.G.
Sun 03-Jul-2016,Melbourne,Adelaide,98,120,M.C.G.
Thu 07-Jul-2016,Port Adelaide,Hawthorn,79,101,Adelaide Oval
Fri 08-Jul-2016,Geelong,Sydney,60,98,Kardinia Park
Sat 09-Jul-2016,Greater Western Sydney,Collingwood,93,125,Sydney Showground
Sat 09-Jul-2016,Gold Coast,Brisbane Lions,139,113,Carrara
Sat 09-Jul-2016,Western Bulldogs,Richmond,85,75,Docklands
Sat 09-Jul-2016,Melbourne,Fremantle,87,55,Marrara Oval
Sun 10-Jul-2016,Carlton,Adelaide,47,107,M.C.G.
Sun 10-Jul-2016,West Coast,North Melbourne,104,72,Subiaco
Sun 10-Jul-2016,Essendon,St Kilda,98,109,Docklands
Thu 14-Jul-2016,Sydney,Hawthorn,70,75,S.C.G.
Fri 15-Jul-2016,Fremantle,Geelong,61,78,Subiaco
Sat 16-Jul-2016,Richmond,Essendon,102,83,M.C.G.
Sat 16-Jul-2016,North Melbourne,Port Adelaide,77,105,Docklands
Sat 16-Jul-2016,Western Bulldogs,Gold Coast,107,59,Cazaly's Stadium
Sat 16-Jul-2016,Adelaide,Collingwood,97,69,Adelaide Oval
Sun 17-Jul-2016,Carlton,West Coast,75,82,M.C.G.
Sun 17-Jul-2016,St Kilda,Melbourne,110,74,Docklands
Sun 17-Jul-2016,Brisbane Lions,Greater Western Sydney,67,146,Gabba
Fri 22-Jul-2016,Collingwood,North Melbourne,84,124,Docklands
Sat 23-Jul-2016,Sydney,Carlton,74,68,S.C.G.
Sat 23-Jul-2016,Gold Coast,Fremantle,105,81,Carrara
Sat 23-Jul-2016,West Coast,Melbourne,66,60,Subiaco
Sat 23-Jul-2016,Geelong,Adelaide,85,55,Kardinia Park
Sat 23-Jul-2016,Western Bulldogs,St Kilda,60,75,Docklands
Sun 24-Jul-2016,Essendon,Brisbane Lions,91,128,Docklands
Sun 24-Jul-2016,Hawthorn,Richmond,114,44,M.C.G.
Sun 24-Jul-2016,Port Adelaide,Greater Western Sydney,60,79,Adelaide Oval
Fri 29-Jul-2016,Geelong,Western Bulldogs,103,78,Kardinia Park
Sat 30-Jul-2016,Greater Western Sydney,Richmond,111,23,Manuka Oval
Sat 30-Jul-2016,Hawthorn,Carlton,74,55,York Park
Sat 30-Jul-2016,Collingwood,West Coast,91,72,M.C.G.
Sat 30-Jul-2016,North Melbourne,St Kilda,85,62,Docklands
Sat 30-Jul-2016,Brisbane Lions,Port Adelaide,79,173,Gabba
Sun 31-Jul-2016,Melbourne,Gold Coast,66,64,M.C.G.
Sun 31-Jul-2016,Fremantle,Sydney,47,137,Subiaco
Sun 31-Jul-2016,Adelaide,Essendon,143,61,Adelaide Oval
Fri 05-Aug-2016,Richmond,Collingwood,92,77,M.C.G.
Sat 06-Aug-2016,Sydney,Port Adelaide,100,33,S.C.G.
Sat 06-Aug-2016,Melbourne,Hawthorn,110,81,M.C.G.
Sat 06-Aug-2016,Gold Coast,Greater Western Sydney,84,92,Carrara
Sat 06-Aug-2016,Western Bulldogs,North Melbourne,61,47,Docklands
Sat 06-Aug-2016,Adelaide,Brisbane Lions,177,39,Adelaide Oval
Sun 07-Aug-2016,Carlton,St Kilda,51,122,M.C.G.
Sun 07-Aug-2016,Geelong,Essendon,100,34,Docklands
Sun 07-Aug-2016,Fremantle,West Coast,64,110,Subiaco
Fri 12-Aug-2016,Western Bulldogs,Collingwood,95,92,Docklands
Sat 13-Aug-2016,Brisbane Lions,Carlton,99,95,Gabba
Sat 13-Aug-2016,Hawthorn,North Melbourne,96,57,M.C.G.
Sat 13-Aug-2016,Greater Western Sydney,West Coast,96,97,Sydney Showground
Sat 13-Aug-2016,St Kilda,Sydney,76,146,Docklands
Sat 13-Aug-2016,Port Adelaide,Melbourne,54,94,Adelaide Oval
Sun 14-Aug-2016,Essendon,Gold Coast,75,69,Docklands
Sun 14-Aug-2016,Richmond,Geelong,78,82,M.C.G.
Sun 14-Aug-2016,Fremantle,Adelaide,70,142,Subiaco
Fri 19-Aug-2016,West Coast,Hawthorn,92,67,Subiaco
Sat 20-Aug-2016,North Melbourne,Sydney,76,85,Bellerive Oval
Sat 20-Aug-2016,Richmond,St Kilda,46,55,M.C.G.
Sat 20-Aug-2016,Greater Western Sydney,Fremantle,129,37,Sydney Showground
Sat 20-Aug-2016,Collingwood,Gold Coast,118,47,Docklands
Sat 20-Aug-2016,Port Adelaide,Adelaide,94,109,Adelaide Oval
Sun 21-Aug-2016,Carlton,Melbourne,78,58,M.C.G.
Sun 21-Aug-2016,Brisbane Lions,Geelong,69,129,Gabba
Sun 21-Aug-2016,Essendon,Western Bulldogs,53,93,Docklands
Fri 26-Aug-2016,Adelaide,West Coast,71,100,Adelaide Oval
Sat 27-Aug-2016,Geelong,Melbourne,155,44,Kardinia Park
Sat 27-Aug-2016,Essendon,Carlton,103,79,M.C.G.
Sat 27-Aug-2016,Sydney,Richmond,164,51,S.C.G.
Sat 27-Aug-2016,North Melbourne,Greater Western Sydney,63,100,Docklands
Sat 27-Aug-2016,Gold Coast,Port Adelaide,66,89,Carrara
Sun 28-Aug-2016,St Kilda,Brisbane Lions,161,103,Docklands
Sun 28-Aug-2016,Hawthorn,Collingwood,112,111,M.C.G.
Sun 28-Aug-2016,Fremantle,Western Bulldogs,69,49,Subiaco
Thu 08-Sep-2016,West Coast,Western Bulldogs,52,99,Subiaco
Fri 09-Sep-2016,Geelong,Hawthorn,85,83,M.C.G.
Sat 10-Sep-2016,Sydney,Greater Western Sydney,55,91,Stadium Australia
Sat 10-Sep-2016,Adelaide,North Melbourne,141,79,Adelaide Oval
Fri 16-Sep-2016,Hawthorn,Western Bulldogs,84,107,M.C.G.
Sat 17-Sep-2016,Sydney,Adelaide,118,82,S.C.G.
Fri 23-Sep-2016,Geelong,Sydney,60,97,M.C.G.
Sat 24-Sep-2016,Greater Western Sydney,Western Bulldogs,83,89,Sydney Showground
Sat 01-Oct-2016,Sydney,Western Bulldogs,67,89,M.C.G.
