team,year,jumper_number,player_name,games,kicks,marks,handballs,disposals,disposal_avg,goals,behinds,hitouts,tackles,rebound_50s,inside_50s,clearances,clangers,free_kicks_for,free_kicks_against,brownlow_votes,contested_possessions,uncontested_possessions,contested_marks,marks_inside_50,one_percenters,bounces,goal_assists
Carlton,2019,18,"Walsh, Sam",22,297,113,257,554,25.18,6,13,0,69,46,67,71,86,13,20,6,212,348,3,3,16,13,11
Carlton,2019,35,"Curnow, Ed",22,267,84,229,496,22.55,9,8,0,112,31,68,102,66,19,21,5,228,261,2,7,24,3,14
Carlton,2019,3,"Murphy, Marc",19,279,88,204,483,25.42,12,3,0,65,45,72,64,58,22,16,6,162,306,1,4,13,6,11
Carlton,2019,24,"Newman, Nic",20,328,135,100,428,21.4,6,2,0,66,131,37,11,57,18,14,3,102,264,9,1,56,12,5
Carlton,2019,5,"Petrevski-Seton, Sam",22,245,87,175,420,19.09,4,4,0,96,41,39,46,63,12,20,2,176,246,4,5,32,1,3
Carlton,2019,39,"Thomas, Dale",20,270,105,116,386,19.3,3,3,0,61,90,47,9,40,20,17,0,99,224,4,3,54,11,6
Carlton,2019,25,"Fisher, Zac",21,190,49,178,368,17.52,9,7,0,58,22,58,64,58,10,17,0,148,228,0,3,17,16,10
Carlton,2019,6,"Simpson, Kade",18,265,85,101,366,20.33,3,0,0,46,101,30,14,39,15,10,2,96,221,2,1,30,17,3
Carlton,2019,40,"Gibbons, Michael",21,196,69,112,308,14.67,16,14,0,57,8,67,35,57,13,20,0,99,196,1,11,17,3,10
Carlton,2019,20,"Plowman, Lachie",21,220,96,85,305,14.52,0,0,0,48,76,21,10,34,18,9,0,99,173,7,1,104,3,2
Carlton,2019,43,"Setterfield, Will",18,183,58,114,297,16.5,6,12,0,56,21,53,27,51,15,10,1,97,208,2,7,21,3,7
Carlton,2019,2,"Dow, Paddy",19,138,40,133,271,14.26,7,10,0,50,8,50,49,50,11,16,0,128,143,4,10,12,7,10
Carlton,2019,23,"Weitering, Jacob",20,199,115,65,264,13.2,0,0,0,29,74,17,4,46,6,21,1,107,153,29,0,139,0,0
Carlton,2019,1,"Silvagni, Jack",17,146,73,89,235,13.82,13,11,0,62,9,43,16,63,12,19,0,95,140,12,14,20,1,12
Carlton,2019,41,"Casboult, Levi",20,159,114,64,223,11.15,15,11,163,44,20,29,24,59,12,30,0,110,116,39,22,107,0,3
Carlton,2019,4,"OBrien, Lochie",17,159,80,52,211,12.41,7,4,0,19,19,38,11,43,5,14,0,51,157,2,6,8,5,6
Carlton,2019,10,"McKay, Harry",20,161,125,46,207,10.35,26,30,20,32,1,39,4,49,22,26,1,106,110,45,45,35,5,2
Carlton,2019,8,"Kreuzer, Matthew",15,127,30,69,196,13.07,5,5,467,34,17,44,84,24,24,8,3,137,66,8,4,59,0,5
Carlton,2019,22,"Marchbank, Caleb",13,119,65,53,172,13.23,0,0,0,27,36,11,3,30,9,13,0,63,109,9,1,56,0,0
Carlton,2019,28,"Cuningham, David",9,65,28,79,144,16.0,7,5,0,32,6,30,15,23,3,6,0,62,89,0,2,5,3,6
Carlton,2019,11,"McGovern, Mitch",16,96,60,40,136,8.5,22,11,0,24,7,36,1,24,15,7,0,53,83,7,19,17,1,7
Carlton,2019,30,"Curnow, Charlie",11,115,49,20,135,12.27,18,8,0,17,2,27,2,21,11,4,3,73,58,17,15,11,1,4
Carlton,2019,14,"Jones, Liam",13,87,62,29,116,8.92,0,0,0,28,36,7,6,24,12,15,0,72,52,25,0,108,0,0
Carlton,2019,7,"Kennedy, Matthew",10,62,27,45,107,10.7,11,5,0,16,0,12,8,14,7,4,1,54,57,2,7,3,2,5
Carlton,2019,47,"Deluca, Josh",6,31,13,40,71,11.83,4,1,0,23,1,10,6,14,0,4,0,35,32,2,6,5,0,1
Carlton,2019,13,"Stocker, Liam",5,42,12,26,68,13.6,0,0,0,9,12,8,4,19,3,8,0,20,38,0,0,8,0,1
Carlton,2019,16,"Lang, Darcy",8,44,24,19,63,7.88,5,5,0,24,1,9,4,8,6,4,0,24,42,1,5,6,1,4
Carlton,2019,34,"Phillips, Andrew",5,33,18,24,57,11.4,1,4,147,17,5,13,16,18,10,12,0,31,21,10,4,20,0,1
Carlton,2019,31,"Williamson, Tom",2,12,6,11,23,11.5,0,0,0,3,3,1,1,2,1,0,0,5,18,0,0,6,1,0
Carlton,2019,21,"Garlett, Jarrod",2,15,5,7,22,11.0,0,0,0,7,6,0,1,7,0,2,0,10,13,0,0,4,0,0
Carlton,2019,29,"Polson, Cameron",3,11,0,10,21,7.0,1,1,0,5,0,5,1,6,0,2,0,9,10,0,0,4,0,2
Carlton,2019,32,"Fasolo, Alex",3,11,6,9,20,6.67,2,0,0,8,0,1,0,7,2,5,0,9,11,1,3,2,0,1
Carlton,2019,27,"Lobbe, Matthew",2,8,2,6,14,7.0,0,0,55,9,1,1,3,10,2,5,0,11,4,1,0,9,0,0
Carlton,2019,19,"Schumacher, Angus",1,10,4,3,13,13.0,0,0,0,0,3,1,0,2,1,2,0,2,12,0,0,1,0,0
Carlton,2019,45,"Goddard, Hugh",2,8,3,4,12,6.0,0,0,0,3,0,0,1,2,0,1,0,4,7,0,0,5,0,0
Carlton,2019,26,"Macreadie, Harrison",1,2,0,0,2,2.0,0,0,0,1,1,1,0,1,1,1,0,2,0,0,0,2,0,0
Collingwood,2019,7,"Treloar, Adam",24,335,95,454,789,32.88,10,4,0,117,23,95,143,101,27,24,18,314,451,2,5,16,25,18
Collingwood,2019,10,"Pendlebury, Scott",24,345,105,310,655,27.29,12,8,0,112,31,120,104,61,30,9,14,237,422,5,2,43,3,13
Collingwood,2019,25,"Crisp, Jack",24,345,148,269,614,25.58,2,5,0,83,62,73,50,87,20,14,1,201,404,6,1,57,14,6
Collingwood,2019,22,"Sidebottom, Steele",23,339,141,253,592,25.74,10,7,0,84,49,85,56,61,10,18,7,182,420,3,6,41,17,4
Collingwood,2019,21,"Phillips, Tom",24,372,128,200,572,23.83,12,10,0,53,68,78,39,65,16,6,0,181,399,5,8,8,8,8
Collingwood,2019,4,"Grundy, Brodie",24,237,105,274,511,21.29,7,11,1022,104,28,50,146,103,53,48,23,329,202,29,4,64,4,4
Collingwood,2019,37,"Maynard, Brayden",24,310,104,144,454,18.92,1,3,0,92,97,58,11,63,24,24,1,128,301,7,0,67,2,4
Collingwood,2019,16,"Mayne, Chris",21,219,116,183,402,19.14,4,2,0,56,37,20,30,35,15,9,0,118,267,5,7,42,2,5
Collingwood,2019,38,"Howe, Jeremy",21,268,142,96,364,17.33,1,0,0,30,114,20,1,36,19,9,0,104,205,23,0,120,1,0
Collingwood,2019,17,"Brown, Callum",22,160,58,162,322,14.64,11,13,0,89,8,63,13,34,22,15,0,114,218,1,9,21,13,10
Collingwood,2019,24,"Thomas, Josh",22,157,65,159,316,14.36,22,11,0,52,11,52,16,40,12,9,0,116,212,2,16,18,4,10
Collingwood,2019,41,"Mihocek, Brody",24,213,141,102,315,13.13,36,26,0,49,5,77,6,58,29,15,4,139,181,35,43,39,3,14
Collingwood,2019,13,"Adams, Taylor",12,174,47,119,293,24.42,5,5,0,61,21,50,67,48,13,22,0,118,177,0,5,14,9,13
Collingwood,2019,2,"de Goey, Jordan",17,204,80,81,285,16.76,34,22,0,35,3,61,33,48,19,14,4,126,152,10,30,13,7,13
Collingwood,2019,32,"Hoskin-Elliott, Will",19,196,128,87,283,14.89,19,8,0,33,11,53,2,30,10,8,0,80,204,11,25,31,4,13
Collingwood,2019,23,"Roughead, Jordan",24,167,124,116,283,11.79,1,0,17,43,64,16,6,31,13,8,0,94,177,17,4,164,0,0
Collingwood,2019,30,"Moore, Darcy",17,159,79,93,252,14.82,0,1,0,26,86,18,0,37,17,17,1,107,103,29,1,124,4,1
Collingwood,2019,19,"Greenwood, Levi",17,160,77,91,251,14.76,0,1,0,43,33,20,5,35,5,11,0,66,191,10,0,44,3,0
Collingwood,2019,14,"Aish, James",14,133,61,98,231,16.5,0,1,0,35,40,28,11,28,7,4,0,64,166,9,1,29,3,2
Collingwood,2019,11,"Beams, Dayne",9,124,38,102,226,25.11,5,4,0,19,16,35,41,28,13,4,2,73,151,2,2,1,0,6
Collingwood,2019,1,"Stephenson, Jaidyn",14,158,93,61,219,15.64,24,13,0,29,13,28,3,35,6,7,1,72,145,11,36,17,2,15
Collingwood,2019,18,"Varcoe, Travis",16,94,59,105,199,12.44,9,6,0,42,4,27,4,29,6,17,0,74,129,2,14,19,1,9
Collingwood,2019,5,"Elliott, Jamie",16,144,89,47,191,11.94,26,18,0,37,0,34,6,20,13,4,5,63,128,12,32,15,8,15
Collingwood,2019,8,"Langdon, Tom",9,70,45,91,161,17.89,0,1,0,18,20,8,2,13,4,6,0,57,101,6,0,37,0,0
Collingwood,2019,33,"Wills, Rupert",9,48,23,93,141,15.67,0,1,1,67,2,11,25,20,11,9,0,63,81,1,0,13,0,0
Collingwood,2019,46,"Cox, Mason",14,78,60,49,127,9.07,19,10,56,11,7,7,14,37,26,13,0,78,50,28,23,34,1,1
Collingwood,2019,12,"Scharenberg, Matt",7,55,32,48,103,14.71,0,0,0,7,20,1,1,20,6,10,0,27,74,3,0,43,2,0
Collingwood,2019,49,"Noble, John",5,55,20,38,93,18.6,0,1,0,11,10,11,1,21,1,4,0,18,76,2,1,4,0,0
Collingwood,2019,36,"Sier, Brayden",6,35,4,51,86,14.33,2,1,0,22,5,13,18,20,2,6,0,49,38,0,0,1,0,0
Collingwood,2019,26,"Daicos, Josh",5,40,19,45,85,17.0,1,2,0,13,7,7,7,12,4,5,0,24,63,0,0,1,1,0
Collingwood,2019,20,"Reid, Ben",8,45,27,32,77,9.63,11,7,29,9,2,6,5,14,11,7,0,49,33,14,14,9,0,5
Collingwood,2019,35,"Quaynor, Isaac",4,35,18,23,58,14.5,0,0,0,10,8,11,2,6,4,2,0,21,38,3,0,10,1,1
Collingwood,2019,44,"Madgen, Jack",4,24,15,19,43,10.75,0,0,0,7,6,3,1,6,2,3,0,14,28,0,0,22,0,1
Collingwood,2019,39,"Crocker, Ben",3,17,9,6,23,7.67,3,2,0,9,1,4,0,12,3,5,0,12,15,0,4,6,0,0
Collingwood,2019,3,"Wells, Daniel",1,6,4,5,11,11.0,3,0,0,2,0,1,0,1,1,0,0,4,7,0,2,1,0,0
Collingwood,2019,31,"Appleby, Flynn",1,3,2,4,7,7.0,0,0,0,1,1,0,0,3,1,1,0,3,4,0,0,1,0,0
Essendon,2019,7,"Merrett, Zach",23,338,90,313,651,28.3,8,10,0,124,44,110,107,82,41,11,16,245,412,4,2,41,8,14
Essendon,2019,9,"Shiel, Dylan",22,311,68,265,576,26.18,9,15,0,108,38,109,116,76,28,12,14,244,322,2,2,23,23,10
Essendon,2019,1,"McGrath, Andrew",23,248,79,236,484,21.04,9,3,0,60,48,54,37,56,12,6,0,154,326,3,1,28,17,10
Essendon,2019,21,"Heppell, Dyson",18,230,98,243,473,26.28,4,5,0,52,27,67,68,64,22,11,3,211,274,10,6,23,3,8
Essendon,2019,45,"McKenna, Conor",22,315,58,145,460,20.91,2,1,0,34,107,52,20,48,14,8,0,101,255,4,1,41,79,7
Essendon,2019,3,"Parish, Darcy",21,223,61,210,433,20.62,12,9,0,80,24,69,66,42,13,6,2,180,256,1,10,15,5,11
Essendon,2019,11,"Zaharakis, David",20,238,99,168,406,20.3,6,2,0,56,38,59,31,45,14,11,3,129,271,1,2,21,5,7
Essendon,2019,42,"Saad, Adam",22,239,62,149,388,17.64,3,0,0,75,104,41,19,56,14,14,0,127,216,2,0,75,51,5
Essendon,2019,18,"Hurley, Michael",19,273,152,96,369,19.42,0,0,0,9,128,8,5,39,10,11,3,90,230,20,0,86,2,0
Essendon,2019,27,"Redman, Mason",20,231,89,109,340,17.0,0,2,0,61,52,29,11,53,17,20,0,101,229,10,0,60,9,4
Essendon,2019,4,"Langford, Kyle",18,162,64,152,314,17.44,15,3,0,56,18,49,40,47,13,21,0,124,191,8,13,21,9,5
Essendon,2019,26,"Hooker, Cale",18,178,135,135,313,17.39,4,2,2,15,77,9,4,49,16,13,0,120,181,32,7,118,2,1
Essendon,2019,43,"McDonald-Tipungwuti, Anthony",23,166,66,97,263,11.43,32,13,0,99,7,65,23,49,25,24,8,138,138,11,19,32,21,18
Essendon,2019,35,"Guelfi, Matt",17,136,55,97,233,13.71,3,2,0,50,30,28,17,42,9,11,0,92,139,6,4,37,2,4
Essendon,2019,25,"Stringer, Jake",19,178,57,55,233,12.26,33,27,0,63,10,56,39,53,17,28,2,135,110,16,31,13,2,9
Essendon,2019,10,"Francis, Aaron",17,129,80,96,225,13.24,3,3,0,30,35,22,3,36,10,10,0,83,143,16,4,75,0,8
Essendon,2019,28,"Brown, Mitch",16,146,96,74,220,13.75,21,13,3,16,8,34,3,28,12,16,1,63,155,8,17,20,1,5
Essendon,2019,29,"Ambrose, Patrick",20,119,81,85,204,10.2,1,3,0,48,40,11,2,43,16,24,0,82,122,17,3,112,0,1
Essendon,2019,44,"McKernan, Shaun",16,136,81,58,194,12.13,17,11,116,30,7,35,24,62,16,29,3,120,78,38,26,33,0,2
Essendon,2019,2,"Bellchambers, Tom",16,105,52,75,180,11.25,6,4,407,30,23,22,60,48,28,27,2,118,74,15,9,54,0,5
Essendon,2019,13,"Fantasia, Orazio",15,101,46,72,173,11.53,20,12,0,32,8,26,11,25,13,10,1,63,113,2,10,17,7,6
Essendon,2019,37,"Clarke, Dylan",11,68,22,102,170,15.45,0,1,0,70,7,28,27,30,6,11,0,71,100,1,2,10,0,2
Essendon,2019,8,"Gleeson, Martin",9,92,40,57,149,16.56,0,1,0,10,23,13,2,26,7,12,0,54,94,7,0,45,0,2
Essendon,2019,5,"Smith, Devon",7,79,19,48,127,18.14,3,2,0,40,6,36,18,25,6,8,0,49,80,0,3,7,10,5
Essendon,2019,15,"Laverde, Jayden",10,66,39,48,114,11.4,11,13,0,21,0,18,5,17,12,6,0,54,63,8,14,13,1,7
Essendon,2019,23,"Myers, David",7,51,15,53,104,14.86,1,2,0,21,6,20,26,18,1,6,0,52,53,0,1,3,0,1
Essendon,2019,12,"Baguley, Mark",10,53,29,46,99,9.9,12,2,0,28,0,16,3,24,5,16,0,40,61,4,7,11,0,5
Essendon,2019,16,"Begley, Josh",8,61,28,32,93,11.63,6,7,0,15,4,12,2,20,7,9,0,44,54,4,6,9,0,2
Essendon,2019,20,"Clarke, Zac",9,33,23,57,90,10.0,0,6,188,23,2,11,25,29,5,19,0,48,43,6,6,35,0,0
Essendon,2019,14,"Ridley, Jordan",6,65,42,24,89,14.83,0,0,0,11,21,4,1,6,1,2,0,19,64,2,0,9,3,0
Essendon,2019,40,"Snelling, Will",4,20,11,46,66,16.5,5,0,0,13,1,6,5,7,6,2,0,31,36,0,2,3,0,1
Essendon,2019,41,"McNiece, Ben",5,27,10,25,52,10.4,0,0,0,7,7,5,3,11,6,5,0,26,26,2,0,15,0,1
Essendon,2019,6,"Daniher, Joe",4,33,22,18,51,12.75,7,5,16,8,0,11,5,15,4,8,0,24,28,6,4,10,0,2
Essendon,2019,33,"Ham, Brayden",5,36,17,14,50,10.0,3,2,0,12,3,11,3,8,3,2,0,16,38,2,2,5,1,1
Essendon,2019,36,"Hartley, Michael",3,28,17,15,43,14.33,0,0,4,6,10,5,3,10,0,7,0,20,25,4,0,27,0,0
Essendon,2019,46,"Jok, Tom",1,6,5,6,12,12.0,0,0,0,3,1,2,1,2,1,0,0,5,7,1,0,1,0,0
Essendon,2019,30,"Zerk-Thatcher, Brandon",1,10,6,1,11,11.0,0,0,0,3,4,1,0,4,0,2,0,3,8,1,0,7,0,0
Essendon,2019,19,"Mutch, Kobe",1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fremantle,2019,7,"Fyfe, Nat",20,279,96,304,583,29.15,16,13,0,79,20,94,151,84,49,36,33,351,253,32,18,43,1,13
Fremantle,2019,9,"Hill, Bradley",22,392,81,160,552,25.09,6,8,0,50,60,94,41,71,7,13,4,115,419,2,9,18,23,15
Fremantle,2019,26,"Langdon, Ed",22,320,131,230,550,25.0,9,10,0,42,66,79,34,50,8,9,2,156,380,8,8,10,10,7
Fremantle,2019,16,"Mundy, David",22,230,60,272,502,22.82,8,7,1,85,30,81,120,61,12,20,8,259,273,2,9,51,0,16
Fremantle,2019,10,"Walters, Michael",22,303,83,176,479,21.77,40,17,0,78,24,86,82,63,50,25,11,211,273,10,24,33,15,10
Fremantle,2019,6,"Conca, Reece",22,282,68,165,447,20.32,2,3,0,78,59,58,67,74,18,28,0,151,258,0,1,39,6,6
Fremantle,2019,18,"Tucker, Darcy",22,199,73,221,420,19.09,10,7,0,81,25,64,50,64,11,21,0,157,272,1,8,24,1,9
Fremantle,2019,8,"Brayshaw, Andrew",22,167,46,205,372,16.91,7,7,0,113,22,58,48,56,16,12,1,181,199,4,4,27,2,6
Fremantle,2019,38,"Ryan, Luke",18,263,94,105,368,20.44,1,0,0,47,91,27,5,42,11,15,5,118,202,10,1,80,4,2
