team,year,jumper_number,player_name,games,kicks,marks,handballs,disposals,disposal_avg,goals,behinds,hitouts,tackles,rebound_50s,inside_50s,clearances,clangers,free_kicks_for,free_kicks_against,brownlow_votes,contested_possessions,uncontested_possessions,contested_marks,marks_inside_50,one_percenters,bounces,goal_assists
Adelaide,2022,24,"Worrell, Josh",4,33,8,24,57,14.25,0,0,0,7,14,7,4,6,4,1,0,31,21,5,0,21,0,0
Adelaide,2022,44,"Gollant, Lachlan",7,36,23,17,53,7.57,7,6,0,5,1,8,0,8,6,4,0,22,30,4,9,10,0,2
Adelaide,2022,45,"Strachan, Kieran",2,15,6,8,23,11.5,0,2,40,6,2,2,3,7,3,5,0,13,10,2,1,6,0,0
Adelaide,2022,40,"Davis, Ben",5,8,4,3,11,2.2,0,0,0,0,1,3,0,0,0,0,0,3,7,1,0,1,0,2
Adelaide,2022,36,"McPherson, Andrew",1,6,3,4,10,10.0,0,0,0,1,1,2,0,5,1,0,0,4,6,0,0,1,0,0
Adelaide,2022,10,"Pedlar, Luke",3,2,0,3,5,1.67,1,1,0,2,0,0,0,0,0,0,0,4,2,0,0,0,0,0
Brisbane Lions,2022,9,"Neale, Lachie",25,346,96,403,749,29.96,11,8,0,113,39,110,191,86,44,23,28,400,350,7,7,24,13,14
Brisbane Lions,2022,6,"McCluggage, Hugh",24,341,127,251,592,24.67,20,18,0,116,37,105,88,96,34,29,14,216,385,3,11,23,11,19
Brisbane Lions,2022,10,"Rich, Daniel",22,404,99,104,508,23.09,1,3,0,35,138,73,21,51,15,14,0,100,277,5,0,48,0,7
Brisbane Lions,2022,17,"Lyons, Jarryd",22,316,87,171,487,22.14,7,10,0,112,24,102,123,68,25,20,7,205,257,1,10,24,3,19
Brisbane Lions,2022,15,"Zorko, Dayne",22,323,127,114,437,19.86,6,9,0,64,50,94,55,83,15,31,5,126,295,2,4,27,3,15
Brisbane Lions,2022,33,"Bailey, Zac",24,271,96,141,412,17.17,37,18,0,52,29,96,47,86,14,33,5,156,255,3,17,25,1,8
Brisbane Lions,2022,7,"Berry, Jarrod",23,245,106,167,412,17.91,9,7,0,81,47,64,41,64,21,17,2,136,278,5,7,36,0,16
Brisbane Lions,2022,37,"Starcevich, Brandon",24,268,107,90,358,14.92,3,0,0,49,77,34,14,65,29,23,0,127,217,9,0,55,4,1
Brisbane Lions,2022,16,"Rayner, Cam",24,211,76,142,353,14.71,24,21,1,56,17,66,58,63,25,21,4,170,184,15,14,19,4,20
Brisbane Lions,2022,18,"Coleman, Keidean",18,234,107,92,326,18.11,4,1,0,44,56,50,7,36,16,6,1,86,230,4,1,45,3,9
Brisbane Lions,2022,43,"Answerth, Noah",23,221,111,102,323,14.04,0,0,0,60,53,36,13,76,18,30,0,90,230,9,1,56,0,5
Brisbane Lions,2022,11,"McCarthy, Lincoln",25,199,89,110,309,12.36,35,13,0,83,7,79,18,74,20,24,1,132,181,14,32,31,7,9
Brisbane Lions,2022,31,"Andrews, Harris",24,208,154,93,301,12.54,0,0,0,29,72,10,3,36,10,22,0,114,185,28,0,246,0,0
Brisbane Lions,2022,23,"Cameron, Charlie",25,201,96,84,285,11.4,54,21,0,77,8,35,9,57,22,16,3,134,152,15,56,31,1,20
Brisbane Lions,2022,25,"McStay, Daniel",22,162,116,102,264,12.0,25,12,61,40,3,59,18,48,18,13,2,123,145,29,27,40,0,14
Brisbane Lions,2022,27,"Gardiner, Darcy",21,168,100,93,261,12.43,0,0,0,32,52,15,8,42,18,21,0,99,155,14,1,95,1,0
Brisbane Lions,2022,46,"McInerney, Oscar",22,132,45,128,260,11.82,9,7,576,64,17,46,94,53,30,14,0,187,85,18,10,61,0,6
Brisbane Lions,2022,4,"Ah Chee, Callum",21,132,74,112,244,11.62,8,6,0,36,21,32,10,37,11,19,0,95,151,5,7,16,0,5
Brisbane Lions,2022,24,"Adams, Marcus",18,177,104,56,233,12.94,1,0,0,24,64,21,3,46,13,16,0,81,155,19,0,108,0,5
Brisbane Lions,2022,3,"Daniher, Joe",19,158,82,50,208,10.95,39,24,4,12,0,50,7,53,18,21,0,85,119,25,35,12,8,11
Brisbane Lions,2022,5,"Robinson, Mitch",15,121,41,67,188,12.53,9,2,0,26,22,30,22,42,13,10,0,74,113,1,3,16,1,2
Brisbane Lions,2022,32,"Fort, Darcy",18,127,31,49,176,9.78,9,1,306,37,16,30,54,42,21,19,0,128,59,9,8,52,0,4
Brisbane Lions,2022,30,"Hipwood, Eric",17,125,79,49,174,10.24,25,17,8,18,2,38,5,50,16,18,0,74,107,15,30,37,2,11
Brisbane Lions,2022,36,"Mathieson, Rhys",10,73,25,74,147,14.7,3,4,0,25,10,18,43,18,17,7,2,86,62,0,2,8,0,3
Brisbane Lions,2022,20,"Prior, Jaxon",12,104,38,34,138,11.5,4,3,0,23,15,23,10,29,13,5,0,55,87,1,1,21,0,0
Brisbane Lions,2022,40,"Payne, Jack",12,104,65,28,132,11.0,2,3,0,21,40,13,0,17,7,2,0,47,82,11,3,74,1,2
Brisbane Lions,2022,2,"Robertson, Deven",8,47,21,48,95,11.88,3,0,0,32,5,14,7,16,5,5,0,43,53,4,1,5,0,5
Brisbane Lions,2022,12,"Cockatoo, Nakia",8,49,22,27,76,9.5,2,2,0,22,8,19,6,9,6,4,0,32,43,2,2,11,0,6
Brisbane Lions,2022,21,"Fullarton, Tom",5,23,12,15,38,7.6,2,0,8,4,5,6,3,6,3,2,0,22,18,3,3,10,0,4
Brisbane Lions,2022,44,"Wilmot, Darcy",3,23,6,15,38,12.67,1,0,0,10,5,5,5,5,4,1,0,20,18,0,0,4,1,0
Brisbane Lions,2022,29,"Tunstill, James",3,24,8,7,31,10.33,1,0,0,3,3,5,3,5,0,1,0,7,26,1,1,2,0,0
Brisbane Lions,2022,35,"Lester, Ryan",3,16,4,9,25,8.33,0,0,0,6,4,2,1,3,4,0,0,11,12,0,0,15,0,0
Brisbane Lions,2022,22,"Sharp, Harry",5,20,4,5,25,5.0,0,0,0,6,6,3,2,10,1,4,0,7,20,0,0,2,1,0
Brisbane Lions,2022,13,"Berry, Tom",3,7,4,11,18,6.0,1,2,0,7,1,4,2,8,0,2,0,8,12,0,1,2,0,1
Brisbane Lions,2022,14,"Madden, James",2,10,7,4,14,7.0,0,0,0,3,2,2,1,2,0,1,0,9,6,3,1,2,1,0
Brisbane Lions,2022,1,"Lohmann, Kai",2,6,1,7,13,6.5,0,1,0,8,3,4,2,5,3,3,0,11,4,0,0,3,1,1
Brisbane Lions,2022,39,"Michael, Carter",1,7,3,1,8,8.0,1,0,0,2,2,0,0,0,1,0,0,2,5,0,0,2,0,0
Carlton,2022,18,"Walsh, Sam",20,286,91,356,642,32.1,5,7,0,66,48,93,88,83,16,31,14,229,426,0,2,12,11,7
Carlton,2022,15,"Docherty, Sam",22,424,160,201,625,28.41,3,1,0,73,118,65,31,83,21,20,9,143,429,5,1,49,16,7
Carlton,2022,9,"Cripps, Patrick",21,226,76,365,591,28.14,20,9,11,105,16,94,161,106,48,35,29,322,275,9,16,26,7,11
Carlton,2022,42,"Saad, Adam",21,323,100,136,459,21.86,0,0,0,47,99,57,17,50,15,8,3,134,270,12,0,58,113,6
Carlton,2022,29,"Hewett, George",15,170,51,257,427,28.47,4,5,0,73,14,63,99,42,21,14,4,190,244,0,3,17,1,9
Carlton,2022,5,"Cerra, Adam",18,212,65,208,420,23.33,5,3,0,84,13,83,73,62,26,19,5,163,275,3,1,30,2,5
Carlton,2022,25,"Fisher, Zac",22,232,69,184,416,18.91,18,16,0,45,20,62,29,58,19,16,0,133,295,0,7,17,6,7
Carlton,2022,7,"Kennedy, Matthew",17,210,78,206,416,24.47,7,7,0,69,21,73,78,55,29,12,4,188,235,4,2,14,2,5
Carlton,2022,24,"Newman, Nic",19,252,118,120,372,19.58,0,1,0,44,73,30,8,49,10,20,2,93,254,6,0,61,4,3
Carlton,2022,4,"OBrien, Lochie",19,238,98,99,337,17.74,5,9,0,27,37,60,14,52,18,11,0,66,275,2,6,21,2,12
Carlton,2022,1,"Silvagni, Jack",21,185,102,113,298,14.19,17,14,72,64,9,52,36,64,26,33,0,126,177,14,18,28,3,4
Carlton,2022,46,"Cottrell, Matthew",18,159,71,108,267,14.83,9,2,0,32,17,39,11,30,9,5,0,85,183,5,7,13,5,8
Carlton,2022,30,"Curnow, Charlie",22,231,126,33,264,12.0,64,42,1,35,1,71,1,58,29,16,11,142,129,42,65,48,1,12
Carlton,2022,33,"Young, Lewis",19,154,102,101,255,13.42,1,0,6,26,65,8,2,38,17,12,0,99,156,19,1,217,0,0
Carlton,2022,32,"Newnes, Jack",16,146,65,85,231,14.44,4,5,0,31,22,39,12,33,5,15,0,59,176,2,6,18,7,8
Carlton,2022,10,"McKay, Harry",19,169,114,48,217,11.42,45,31,23,25,0,30,9,45,36,19,7,130,94,43,53,32,0,5
Carlton,2022,23,"Weitering, Jacob",18,169,109,47,216,12.0,1,0,3,16,71,12,1,37,16,12,0,81,135,16,0,134,7,0
Carlton,2022,43,"Setterfield, Will",13,131,51,83,214,16.46,1,3,0,30,26,33,20,32,3,7,0,69,151,1,3,16,1,4
Carlton,2022,12,"De Koning, Tom",19,120,49,87,207,10.89,4,6,326,46,12,43,50,47,24,21,0,135,73,29,6,61,0,3
Carlton,2022,19,"Durdin, Corey",21,118,40,65,183,8.71,15,11,0,48,5,34,9,35,7,9,0,82,107,3,7,20,2,13
Carlton,2022,6,"Williams, Zac",9,136,37,40,176,19.56,0,0,0,11,48,14,10,26,7,7,1,48,96,1,0,22,21,1
Carlton,2022,20,"Plowman, Lachie",15,89,52,85,174,11.6,0,0,0,26,25,12,5,21,12,7,0,70,113,5,0,60,1,1
Carlton,2022,44,"Owies, Matthew",17,103,43,59,162,9.53,14,11,0,66,4,32,7,25,17,10,0,77,88,4,14,19,1,11
Carlton,2022,21,"Martin, Jack",12,74,40,40,114,9.5,12,11,0,31,3,20,3,26,7,8,0,54,62,9,12,8,0,8
Carlton,2022,11,"McGovern, Mitch",7,85,45,19,104,14.86,0,1,0,13,33,13,1,18,6,6,0,25,58,6,0,24,1,4
Carlton,2022,3,"Motlop, Jesse",12,55,22,45,100,8.33,12,6,0,29,1,16,2,25,4,13,0,49,53,2,6,8,3,1
Carlton,2022,27,"Pittonet, Marc",8,26,12,54,80,10.0,0,1,168,13,6,8,26,21,8,12,0,50,34,3,0,20,0,0
Carlton,2022,37,"Boyd, Jordan",7,51,21,28,79,11.29,0,1,0,13,11,10,1,12,4,7,0,28,50,1,0,14,0,1
Carlton,2022,16,"Carroll, Jack",5,45,24,21,66,13.2,1,1,0,3,2,13,9,15,1,2,0,19,51,0,2,1,0,5
Carlton,2022,13,"Stocker, Liam",6,45,12,21,66,11.0,0,0,0,11,15,7,3,14,3,5,0,18,44,1,0,15,0,1
Carlton,2022,17,"Kemp, Brodie",4,28,18,16,44,11.0,0,0,0,2,5,2,0,6,2,4,0,10,34,4,0,16,1,0
Carlton,2022,36,"Honey, Josh",5,12,8,25,37,7.4,1,2,0,5,0,3,1,3,0,1,0,16,20,1,4,4,0,3
Carlton,2022,22,"Marchbank, Caleb",4,25,14,12,37,9.25,0,0,0,7,12,3,0,6,4,3,0,8,29,0,0,17,0,0
Carlton,2022,2,"Dow, Paddy",4,12,5,22,34,8.5,0,1,0,6,1,4,8,8,1,3,0,16,20,0,0,1,0,0
Carlton,2022,40,"Hayes, Will",2,15,7,13,28,14.0,0,0,0,1,1,3,2,6,0,1,0,10,19,0,2,1,0,1
Carlton,2022,8,"Fogarty, Lachie",3,10,5,14,24,8.0,0,1,0,5,0,5,0,3,0,0,0,8,16,1,0,4,0,3
Carlton,2022,39,"McDonald, Oscar",2,18,10,6,24,12.0,0,0,0,0,4,0,0,4,3,0,0,10,14,1,0,9,0,0
Carlton,2022,26,"Parks, Luke",2,8,5,8,16,8.0,0,0,0,1,4,0,0,3,0,1,0,8,9,0,0,12,0,0
Carlton,2022,38,"Durdin, Sam",1,4,2,5,9,9.0,0,0,0,2,5,0,1,3,0,1,0,7,2,0,0,9,0,0
Carlton,2022,31,"Williamson, Tom",1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collingwood,2022,35,"Daicos, Nick",25,361,102,283,644,25.76,7,7,0,54,103,69,40,88,28,18,11,159,424,0,2,13,20,7
Collingwood,2022,25,"Crisp, Jack",25,315,101,280,595,23.8,12,8,0,137,48,141,105,108,19,25,11,241,346,2,5,52,14,12
Collingwood,2022,10,"Pendlebury, Scott",24,274,74,281,555,23.13,2,1,0,112,50,76,81,71,35,11,2,220,319,1,2,57,3,20
Collingwood,2022,1,"Lipinski, Patrick",25,273,86,278,551,22.04,9,4,0,92,43,80,79,78,17,25,4,201,346,4,6,27,2,22
Collingwood,2022,7,"Daicos, Josh",25,314,101,213,527,21.08,15,11,0,65,43,94,57,87,21,29,4,158,358,0,9,7,18,8
Collingwood,2022,22,"Sidebottom, Steele",25,274,110,175,449,17.96,12,7,0,74,31,80,40,75,11,23,3,134,297,4,8,52,15,8
Collingwood,2022,9,"Noble, John",25,291,116,149,440,17.6,0,0,0,66,59,68,11,56,25,23,0,109,330,2,1,32,18,7
Collingwood,2022,13,"Adams, Taylor",18,194,48,206,400,22.22,2,6,0,91,12,73,95,90,26,31,2,186,215,2,7,18,2,14
Collingwood,2022,2,"de Goey, Jordan",19,227,61,168,395,20.79,18,18,0,66,27,84,97,72,18,23,10,191,217,5,11,37,9,8
Collingwood,2022,37,"Maynard, Brayden",23,271,110,121,392,17.04,1,2,0,81,83,59,17,77,15,24,0,143,230,19,0,105,10,4
Collingwood,2022,38,"Howe, Jeremy",24,259,141,126,385,16.04,1,0,0,35,122,24,4,50,27,10,0,130,232,28,0,143,4,1
Collingwood,2022,30,"Moore, Darcy",24,235,133,114,349,14.54,2,0,0,27,123,25,5,56,11,24,0,128,140,35,1,202,11,2
Collingwood,2022,3,"Quaynor, Isaac",24,199,93,134,333,13.88,2,3,0,70,69,42,7,50,24,14,0,132,208,11,0,74,4,4
Collingwood,2022,32,"Hoskin-Elliott, Will",24,203,98,115,318,13.25,14,7,0,51,15,55,20,65,7,12,0,116,196,6,13,34,6,12
Collingwood,2022,14,"Cameron, Darcy",24,204,91,108,312,13.0,20,8,423,80,30,31,59,61,48,18,4,189,126,35,18,55,0,6
Collingwood,2022,5,"Elliott, Jamie",19,172,72,93,265,13.95,28,19,0,66,3,40,17,49,16,15,3,118,144,7,31,24,1,7
Collingwood,2022,33,"Ginnivan, Jack",23,161,62,62,223,9.7,40,19,0,34,3,42,14,48,32,13,3,102,129,4,26,21,4,6
Collingwood,2022,41,"Mihocek, Brody",23,150,87,65,215,9.35,41,25,2,46,1,33,2,54,17,21,3,99,111,30,50,25,0,10
Collingwood,2022,31,"McCreery, Beau",22,115,34,89,204,9.27,14,11,0,86,6,54,16,45,14,21,0,88,107,1,8,34,19,13
Collingwood,2022,28,"Murphy, Nathan",16,116,52,46,162,10.13,0,0,0,19,52,7,1,29,13,13,0,65,99,11,0,87,0,0
Collingwood,2022,46,"Cox, Mason",18,112,58,40,152,8.44,7,8,317,36,19,30,28,56,21,29,1,101,53,29,12,59,0,1
Collingwood,2022,16,"Henry, Oliver",15,88,44,33,121,8.07,21,15,0,13,2,27,3,30,9,6,1,45,73,7,26,15,0,5
Collingwood,2022,4,"Grundy, Brodie",6,53,15,48,101,16.83,2,0,182,23,5,23,33,31,13,13,1,65,38,3,0,20,2,5
Collingwood,2022,8,"Bianco, Trent",10,62,30,38,100,10.0,1,1,0,27,12,13,6,20,6,7,0,33,66,0,2,8,0,3
Collingwood,2022,44,"Madgen, Jack",9,43,22,41,84,9.33,1,0,0,13,13,4,1,7,6,3,0,26,55,3,0,23,1,0
Collingwood,2022,45,"Carmichael, Josh",7,62,10,21,83,11.86,4,4,0,13,3,13,15,27,1,5,0,38,35,0,4,6,1,1
Collingwood,2022,6,"Brown, Tyler",11,28,7,43,71,6.45,2,0,2,34,6,7,10,20,3,8,0,38,37,0,0,7,0,1
Collingwood,2022,17,"Brown, Callum",6,22,8,45,67,11.17,1,0,0,19,3,7,4,12,4,3,0,22,41,1,0,2,1,0
Collingwood,2022,40,"Johnson, Ash",9,52,30,14,66,7.33,15,9,1,18,0,16,0,13,10,6,0,37,31,10,14,6,0,4
Collingwood,2022,26,"McInnes, Reef",6,20,11,19,39,6.5,3,4,0,9,0,9,0,8,3,2,0,11,27,0,3,2,0,3
Collingwood,2022,21,"Ruscoe, Trey",4,24,10,9,33,8.25,0,1,0,5,4,5,1,1,1,0,0,14,17,1,1,8,0,1
Collingwood,2022,39,"Begg, Aiden",3,9,8,21,30,10.0,0,0,9,7,1,6,4,6,4,1,0,15,15,1,1,2,0,1
Collingwood,2022,12,"Wilson, Tom",3,15,5,8,23,7.67,2,0,0,2,0,8,0,6,1,0,0,7,16,0,0,2,0,0
Collingwood,2022,15,"Kreuger, Nathan",5,15,10,7,22,4.4,4,3,5,7,1,6,3,5,3,1,0,10,13,1,4,9,1,1
Collingwood,2022,18,"Macrae, Finlay",2,6,1,9,15,7.5,0,0,0,2,1,2,0,6,1,1,0,7,9,0,0,4,0,0
Collingwood,2022,24,"Poulter, Caleb",1,10,2,3,13,13.0,0,0,0,4,3,3,3,3,0,3,0,5,8,0,0,3,0,0
Collingwood,2022,23,"Roughead, Jordan",1,4,3,2,6,6.0,0,0,0,0,2,0,0,2,0,0,0,2,4,0,0,2,0,0
Collingwood,2022,34,"Chugg, Isaac",2,2,1,3,5,2.5,0,0,0,2,0,1,0,1,0,1,0,4,1,0,0,0,0,0
Essendon,2022,7,"Merrett, Zach",19,297,75,275,572,30.11,6,6,0,82,41,105,88,74,36,12,17,180,394,0,0,32,6,16
Essendon,2022,3,"Parish, Darcy",16,221,59,280,501,31.31,3,6,0,52,22,76,98,57,14,14,6,209,290,2,5,10,3,12
Essendon,2022,21,"Heppell, Dyson",22,259,145,224,483,21.95,4,2,0,41,61,47,17,52,27,13,0,128,346,9,2,47,3,6
Essendon,2022,9,"Shiel, Dylan",19,189,62,247,436,22.95,3,4,0,86,10,79,115,47,26,12,4,186,246,1,3,22,23,16
Essendon,2022,19,"Hind, Nick",21,338,93,91,429,20.43,2,6,0,37,94,65,18,54,16,12,1,111,291,2,2,29,56,15
Essendon,2022,27,"Redman, Mason",20,312,124,112,424,21.2,3,6,0,44,87,44,6,54,21,17,5,94,293,10,1,44,8,8
Essendon,2022,37,"Martin, Nic",21,225,123,193,418,19.9,19,12,0,35,35,54,33,47,15,12,2,108,317,0,14,24,7,8
Essendon,2022,1,"McGrath, Andrew",18,214,90,171,385,21.39,2,5,0,47,51,47,42,37,17,5,0,128,251,5,4,23,17,4
Essendon,2022,14,"Ridley, Jordan",20,299,126,83,382,19.1,0,2,0,21,102,12,5,44,16,11,1,93,210,17,0,108,5,0
Essendon,2022,6,"Caldwell, Jye",20,175,67,200,375,18.75,6,8,0,86,19,56,59,54,21,20,0,159,218,6,10,16,1,17
Essendon,2022,15,"Laverde, Jayden",22,190,137,123,313,14.23,0,1,0,45,62,31,6,56,18,29,0,106,209,14,0,84,1,2
Essendon,2022,22,"Durham, Sam",20,140,91,161,301,15.05,5,6,0,35,26,29,20,55,17,24,0,117,192,7,8,33,10,5
Essendon,2022,29,"Kelly, Jake",21,196,132,104,300,14.29,1,0,0,27,57,17,1,53,12,28,0,75,219,11,1,56,0,1
Essendon,2022,35,"Guelfi, Matt",20,141,77,118,259,12.95,17,10,0,47,9,50,13,63,21,27,0,108,148,13,14,25,1,12
Essendon,2022,8,"Hobbs, Ben",17,121,60,124,245,14.41,8,12,0,43,7,40,15,49,20,22,0,97,152,2,6,4,3,5
Essendon,2022,20,"Wright, Peter",22,181,128,63,244,11.09,53,26,69,15,7,45,5,49,29,13,8,116,144,41,59,81,1,13
Essendon,2022,16,"Perkins, Archie",18,151,68,68,219,12.17,16,13,0,45,7,47,17,28,16,9,0,71,150,7,19,3,0,11
Essendon,2022,2,"Draper, Sam",22,140,35,74,214,9.73,12,7,523,33,22,57,85,82,27,44,1,148,65,17,6,79,1,5
Essendon,2022,25,"Stringer, Jake",15,136,33,60,196,13.07,25,19,0,45,3,42,39,46,16,16,2,91,108,3,20,20,1,6
Essendon,2022,12,"Cutler, Tom",9,110,51,50,160,17.78,5,3,0,8,31,23,6,18,1,8,0,38,113,2,6,23,5,1
Essendon,2022,30,"Zerk-Thatcher, Brandon",12,100,70,52,152,12.67,0,0,0,12,36,3,4,19,9,6,0,38,112,4,0,71,1,0
Essendon,2022,4,"Langford, Kyle",9,73,42,51,124,13.78,10,7,0,22,3,21,4,20,4,7,0,33,96,4,12,1,1,4
Essendon,2022,11,"Snelling, Will",8,41,24,66,107,13.38,0,0,0,28,3,20,6,17,5,5,0,35,72,0,2,6,0,0
Essendon,2022,42,"DAmbrosio, Massimo",8,56,28,40,96,12.0,4,0,0,11,17,5,3,18,3,6,0,28,70,2,3,2,0,1
Essendon,2022,5,"Smith, Devon",8,47,9,31,78,9.75,3,8,0,21,1,12,5,12,5,4,0,30,44,1,5,1,1,8
Essendon,2022,23,"Jones, Harry",10,44,28,32,76,7.6,13,5,0,14,0,11,2,14,6,2,0,39,38,10,15,12,0,1
Essendon,2022,33,"Ham, Brayden",11,32,20,32,64,5.82,0,2,0,12,6,12,4,13,1,5,0,23,44,1,3,8,0,3
Essendon,2022,13,"Cox, Nik",5,26,20,37,63,12.6,1,3,0,7,2,8,1,13,8,6,0,24,42,2,3,4,0,1
Essendon,2022,45,"Waterman, Alec",8,31,23,29,60,7.5,10,4,0,14,0,9,0,13,0,7,0,33,26,6,14,4,1,2
Essendon,2022,31,"Reid, Zach",7,35,23,24,59,8.43,0,0,0,16,10,1,0,10,4,3,0,21,37,0,0,29,0,0
Essendon,2022,34,"Phillips, Andrew",10,41,20,17,58,5.8,4,0,142,25,3,12,14,27,8,14,0,42,22,8,4,27,0,2
Essendon,2022,17,"Stewart, James",6,33,21,18,51,8.5,4,0,2,6,9,4,4,17,4,7,0,28,24,7,4,10,0,2
Essendon,2022,24,"Bryan, Nick",5,24,9,11,35,7.0,1,1,51,13,4,8,6,11,5,3,0,16,20,2,2,8,0,2
Essendon,2022,10,"Francis, Aaron",4,15,16,13,28,7.0,4,3,0,6,0,8,0,10,1,3,0,9,22,2,7,11,0,2
Essendon,2022,26,"Baldwin, Kaine",4,17,9,6,23,5.75,2,3,5,9,0,6,2,5,5,4,0,11,14,2,4,6,0,0
Essendon,2022,47,"Menzie, Jye",2,10,7,9,19,9.5,1,0,0,3,0,4,1,1,0,1,0,7,11,0,1,1,0,1
Essendon,2022,40,"Wanganeen, Tex",5,7,3,6,13,2.6,1,3,0,10,0,1,0,4,0,1,0,2,11,0,1,3,0,0
Essendon,2022,18,"Hurley, Michael",1,5,2,1,6,6.0,1,0,0,0,0,2,0,0,2,0,0,2,5,0,2,1,0,0
