Date,Home Team,Away Team,Home Score,Away Score,Venue
Sun 19-May-2019,Port Adelaide,Gold Coast,89,51,Adelaide Oval
Sun 19-May-2019,Richmond,Hawthorn,95,59,M.C.G.
Sun 19-May-2019,Greater Western Sydney,Carlton,138,45,Sydney Showground
Fri 24-May-2019,Sydney,Collingwood,73,80,S.C.G.
Sat 25-May-2019,Hawthorn,Port Adelaide,80,49,York Park
Sat 25-May-2019,Western Bulldogs,North Melbourne,90,115,Docklands
Sat 25-May-2019,Adelaide,West Coast,73,85,Adelaide Oval
Sat 25-May-2019,Richmond,Essendon,73,50,M.C.G.
Sat 25-May-2019,Gold Coast,Geelong,64,91,Carrara
Sun 26-May-2019,Melbourne,Greater Western Sydney,68,94,M.C.G.
Sun 26-May-2019,St Kilda,Carlton,68,55,Docklands
Sun 26-May-2019,Fremantle,Brisbane Lions,73,72,Perth Stadium
Fri 31-May-2019,North Melbourne,Richmond,99,62,Docklands
Sat 01-Jun-2019,Collingwood,Fremantle,75,79,M.C.G.
Sat 01-Jun-2019,Greater Western Sydney,Gold Coast,126,43,Sydney Showground
Sat 01-Jun-2019,Geelong,Sydney,85,63,Kardinia Park
Sat 01-Jun-2019,Brisbane Lions,Hawthorn,85,66,Gabba
Sat 01-Jun-2019,Melbourne,Adelaide,88,90,Marrara Oval
Sun 02-Jun-2019,St Kilda,Port Adelaide,69,139,Jiangwan Stadium
Sun 02-Jun-2019,Essendon,Carlton,74,33,M.C.G.
Sun 02-Jun-2019,West Coast,Western Bulldogs,133,72,Perth Stadium
Fri 07-Jun-2019,Richmond,Geelong,37,104,M.C.G.
Sat 08-Jun-2019,Carlton,Brisbane Lions,78,63,Docklands
Sat 08-Jun-2019,Gold Coast,North Melbourne,72,99,Carrara
Sat 08-Jun-2019,Adelaide,Greater Western Sydney,82,61,Adelaide Oval
Sun 09-Jun-2019,Sydney,West Coast,116,71,S.C.G.
Mon 10-Jun-2019,Collingwood,Melbourne,98,57,M.C.G.
Thu 13-Jun-2019,Adelaide,Richmond,101,68,Adelaide Oval
Fri 14-Jun-2019,Essendon,Hawthorn,96,77,Docklands
Sat 15-Jun-2019,Gold Coast,St Kilda,76,80,Riverway Stadium
Sat 15-Jun-2019,Fremantle,Port Adelaide,100,79,Perth Stadium
Sat 15-Jun-2019,Carlton,Western Bulldogs,100,103,Docklands
Sun 16-Jun-2019,North Melbourne,Greater Western Sydney,68,91,Bellerive Oval
Thu 20-Jun-2019,West Coast,Essendon,106,71,Perth Stadium
Fri 21-Jun-2019,Sydney,Hawthorn,82,63,S.C.G.
Sat 22-Jun-2019,Melbourne,Fremantle,85,71,M.C.G.
Sat 22-Jun-2019,St Kilda,Brisbane Lions,59,115,Docklands
Sat 22-Jun-2019,Port Adelaide,Geelong,67,56,Adelaide Oval
Sun 23-Jun-2019,Western Bulldogs,Collingwood,73,82,Docklands
Thu 27-Jun-2019,Essendon,Greater Western Sydney,77,71,Docklands
Fri 28-Jun-2019,Geelong,Adelaide,96,69,Kardinia Park
Sat 29-Jun-2019,Hawthorn,West Coast,71,77,M.C.G.
Sat 29-Jun-2019,Sydney,Gold Coast,93,51,S.C.G.
Sat 29-Jun-2019,Collingwood,North Melbourne,37,81,Docklands
Sat 29-Jun-2019,Port Adelaide,Western Bulldogs,41,66,Adelaide Oval
Sun 30-Jun-2019,St Kilda,Richmond,70,103,Docklands
Sun 30-Jun-2019,Brisbane Lions,Melbourne,107,74,Gabba
Sun 30-Jun-2019,Fremantle,Carlton,75,79,Perth Stadium
Fri 05-Jul-2019,Hawthorn,Collingwood,67,63,M.C.G.
Sat 06-Jul-2019,Essendon,Sydney,76,66,M.C.G.
Sat 06-Jul-2019,Gold Coast,Richmond,58,150,Carrara
Sat 06-Jul-2019,Adelaide,Port Adelaide,44,101,Adelaide Oval
Sat 06-Jul-2019,Western Bulldogs,Geelong,71,55,Docklands
Sat 06-Jul-2019,Fremantle,West Coast,31,122,Perth Stadium
Sun 07-Jul-2019,Carlton,Melbourne,100,105,M.C.G.
Sun 07-Jul-2019,North Melbourne,St Kilda,112,73,Bellerive Oval
Sun 07-Jul-2019,Greater Western Sydney,Brisbane Lions,74,94,Sydney Showground
Fri 12-Jul-2019,West Coast,Collingwood,77,78,Perth Stadium
Sat 13-Jul-2019,Sydney,Carlton,62,69,S.C.G.
Sat 13-Jul-2019,Hawthorn,Fremantle,84,53,York Park
Sat 13-Jul-2019,Essendon,North Melbourne,86,81,Docklands
Sat 13-Jul-2019,Gold Coast,Adelaide,56,151,Carrara
Sat 13-Jul-2019,Geelong,St Kilda,84,57,Kardinia Park
Sun 14-Jul-2019,Richmond,Greater Western Sydney,94,67,M.C.G.
Sun 14-Jul-2019,Western Bulldogs,Melbourne,74,66,Docklands
Sun 14-Jul-2019,Port Adelaide,Brisbane Lions,49,97,Adelaide Oval
Fri 19-Jul-2019,Adelaide,Essendon,75,96,Adelaide Oval
Sat 20-Jul-2019,Richmond,Port Adelaide,101,63,M.C.G.
Sat 20-Jul-2019,Carlton,Gold Coast,99,75,Docklands
Sat 20-Jul-2019,Greater Western Sydney,Collingwood,122,75,Sydney Showground
Sat 20-Jul-2019,Brisbane Lions,North Melbourne,87,75,Gabba
Sat 20-Jul-2019,Fremantle,Sydney,52,51,Perth Stadium
Sun 21-Jul-2019,Geelong,Hawthorn,61,85,M.C.G.
Sun 21-Jul-2019,Melbourne,West Coast,78,91,Traeger Park
Sun 21-Jul-2019,St Kilda,Western Bulldogs,116,89,Docklands
Fri 26-Jul-2019,Collingwood,Richmond,66,98,M.C.G.
Sat 27-Jul-2019,Hawthorn,Brisbane Lions,60,87,York Park
Sat 27-Jul-2019,Carlton,Adelaide,87,60,M.C.G.
Sat 27-Jul-2019,West Coast,North Melbourne,121,72,Perth Stadium
Sat 27-Jul-2019,St Kilda,Melbourne,104,85,Docklands
Sat 27-Jul-2019,Port Adelaide,Greater Western Sydney,55,56,Adelaide Oval
Sun 28-Jul-2019,Western Bulldogs,Fremantle,113,66,Docklands
Sun 28-Jul-2019,Sydney,Geelong,80,107,S.C.G.
Sun 28-Jul-2019,Gold Coast,Essendon,96,106,Carrara
Fri 02-Aug-2019,North Melbourne,Hawthorn,86,64,Docklands
Sat 03-Aug-2019,Essendon,Port Adelaide,67,126,Docklands
Sat 03-Aug-2019,Greater Western Sydney,Sydney,83,81,Sydney Showground
Sat 03-Aug-2019,Fremantle,Geelong,95,61,Perth Stadium
Sat 03-Aug-2019,Melbourne,Richmond,60,93,M.C.G.
Sat 03-Aug-2019,Adelaide,St Kilda,92,70,Adelaide Oval
Sun 04-Aug-2019,Collingwood,Gold Coast,120,51,M.C.G.
Sun 04-Aug-2019,Carlton,West Coast,75,99,Docklands
Sun 04-Aug-2019,Brisbane Lions,Western Bulldogs,98,80,Gabba
Fri 09-Aug-2019,Greater Western Sydney,Hawthorn,29,85,Manuka Oval
Sat 10-Aug-2019,Melbourne,Collingwood,53,70,M.C.G.
Sat 10-Aug-2019,Port Adelaide,Sydney,103,56,Adelaide Oval
Sat 10-Aug-2019,Brisbane Lions,Gold Coast,144,53,Gabba
Sat 10-Aug-2019,Essendon,Western Bulldogs,33,137,Docklands
Sat 10-Aug-2019,Geelong,North Melbourne,69,14,Kardinia Park
Sun 11-Aug-2019,St Kilda,Fremantle,72,69,Docklands
Sun 11-Aug-2019,Richmond,Carlton,73,45,M.C.G.
Sun 11-Aug-2019,West Coast,Adelaide,90,80,Perth Stadium
Fri 16-Aug-2019,Melbourne,Sydney,42,95,M.C.G.
Sat 17-Aug-2019,Carlton,St Kilda,78,68,M.C.G.
Sat 17-Aug-2019,Brisbane Lions,Geelong,75,74,Gabba
Sat 17-Aug-2019,Adelaide,Collingwood,48,114,Adelaide Oval
Sat 17-Aug-2019,North Melbourne,Port Adelaide,144,58,Docklands
Sat 17-Aug-2019,Fremantle,Essendon,55,87,Perth Stadium
Sun 18-Aug-2019,Richmond,West Coast,88,82,M.C.G.
Sun 18-Aug-2019,Greater Western Sydney,Western Bulldogs,65,126,Sydney Showground
Sun 18-Aug-2019,Hawthorn,Gold Coast,118,48,Docklands
Fri 23-Aug-2019,Collingwood,Essendon,76,65,M.C.G.
Sat 24-Aug-2019,Sydney,St Kilda,109,64,S.C.G.
Sat 24-Aug-2019,North Melbourne,Melbourne,88,83,Bellerive Oval
Sat 24-Aug-2019,Geelong,Carlton,129,61,Kardinia Park
Sat 24-Aug-2019,Gold Coast,Greater Western Sydney,55,127,Carrara
Sat 24-Aug-2019,West Coast,Hawthorn,67,105,Perth Stadium
Sun 25-Aug-2019,Western Bulldogs,Adelaide,121,87,Eureka Stadium
Sun 25-Aug-2019,Richmond,Brisbane Lions,82,55,M.C.G.
Sun 25-Aug-2019,Port Adelaide,Fremantle,110,67,Adelaide Oval
Thu 05-Sep-2019,West Coast,Essendon,116,61,Perth Stadium
Fri 06-Sep-2019,Geelong,Collingwood,51,61,M.C.G.
Sat 07-Sep-2019,Greater Western Sydney,Western Bulldogs,113,55,Sydney Showground
Sat 07-Sep-2019,Brisbane Lions,Richmond,65,112,Gabba
Fri 13-Sep-2019,Geelong,West Coast,88,68,M.C.G.
Sat 14-Sep-2019,Brisbane Lions,Greater Western Sydney,80,83,Gabba
Fri 20-Sep-2019,Richmond,Geelong,85,66,M.C.G.
Sat 21-Sep-2019,Collingwood,Greater Western Sydney,52,56,M.C.G.
Sat 28-Sep-2019,Richmond,Greater Western Sydney,114,25,M.C.G.
