Date,Home Team,Away Team,Home Score,Away Score,Venue
Sat 16-May-2015,West Coast,Gold Coast,135,43,Subiaco
Sun 17-May-2015,Western Bulldogs,Fremantle,88,101,Docklands
Sun 17-May-2015,Richmond,Collingwood,105,100,M.C.G.
Sun 17-May-2015,Brisbane Lions,Port Adelaide,102,65,Gabba
Fri 22-May-2015,Geelong,Carlton,140,63,Docklands
Sat 23-May-2015,St Kilda,West Coast,78,131,Docklands
Sat 23-May-2015,Greater Western Sydney,Adelaide,108,84,Sydney Showground
Sat 23-May-2015,Gold Coast,Collingwood,63,132,Carrara
Sat 23-May-2015,Hawthorn,Sydney,69,73,M.C.G.
Sat 23-May-2015,Fremantle,North Melbourne,115,42,Subiaco
Sun 24-May-2015,Essendon,Brisbane Lions,136,78,Docklands
Sun 24-May-2015,Melbourne,Western Bulldogs,103,64,M.C.G.
Sun 24-May-2015,Port Adelaide,Richmond,43,76,Adelaide Oval
Fri 29-May-2015,Sydney,Carlton,122,62,S.C.G.
Sat 30-May-2015,Hawthorn,Gold Coast,93,40,York Park
Sat 30-May-2015,Melbourne,Port Adelaide,54,115,Traeger Park
Sat 30-May-2015,Western Bulldogs,Greater Western Sydney,113,68,Docklands
Sat 30-May-2015,Richmond,Essendon,72,59,M.C.G.
Sat 30-May-2015,Adelaide,Fremantle,57,68,Adelaide Oval
Sun 31-May-2015,Brisbane Lions,St Kilda,86,108,Gabba
Sun 31-May-2015,Collingwood,North Melbourne,112,95,M.C.G.
Sun 31-May-2015,West Coast,Geelong,120,64,Subiaco
Fri 05-Jun-2015,Fremantle,Richmond,70,97,Subiaco
Sat 06-Jun-2015,Carlton,Adelaide,90,99,M.C.G.
Sat 06-Jun-2015,Gold Coast,Sydney,41,93,Carrara
Sat 06-Jun-2015,Essendon,Geelong,53,122,Docklands
Sat 06-Jun-2015,Port Adelaide,Western Bulldogs,100,62,Adelaide Oval
Sun 07-Jun-2015,Greater Western Sydney,Brisbane Lions,97,67,Sydney Showground
Sun 07-Jun-2015,North Melbourne,West Coast,85,75,Bellerive Oval
Sun 07-Jun-2015,St Kilda,Hawthorn,69,132,Docklands
Mon 08-Jun-2015,Melbourne,Collingwood,85,110,M.C.G.
Fri 12-Jun-2015,Port Adelaide,Geelong,69,92,Adelaide Oval
Sat 13-Jun-2015,Gold Coast,Fremantle,46,53,Carrara
Sat 13-Jun-2015,West Coast,Essendon,96,46,Subiaco
Sat 13-Jun-2015,North Melbourne,Sydney,75,91,Docklands
Sun 14-Jun-2015,Collingwood,Greater Western Sydney,119,77,M.C.G.
Sun 14-Jun-2015,St Kilda,Melbourne,85,83,Docklands
Thu 18-Jun-2015,Adelaide,Hawthorn,85,114,Adelaide Oval
Fri 19-Jun-2015,Richmond,West Coast,70,90,M.C.G.
Sat 20-Jun-2015,Carlton,Port Adelaide,110,106,M.C.G.
Sat 20-Jun-2015,Greater Western Sydney,North Melbourne,61,117,Sydney Showground
Sat 20-Jun-2015,Western Bulldogs,Brisbane Lions,146,74,Docklands
Sun 21-Jun-2015,Geelong,Melbourne,89,113,Kardinia Park
Thu 25-Jun-2015,Fremantle,Collingwood,80,73,Subiaco
Fri 26-Jun-2015,Sydney,Richmond,77,95,S.C.G.
Sat 27-Jun-2015,Hawthorn,Essendon,114,76,M.C.G.
Sat 27-Jun-2015,Brisbane Lions,Adelaide,69,82,Gabba
Sat 27-Jun-2015,St Kilda,Western Bulldogs,56,62,Docklands
Sun 28-Jun-2015,Carlton,Gold Coast,103,69,Docklands
Thu 02-Jul-2015,Sydney,Port Adelaide,94,84,S.C.G.
Fri 03-Jul-2015,Collingwood,Hawthorn,91,101,M.C.G.
Sat 04-Jul-2015,Richmond,Greater Western Sydney,78,69,M.C.G.
Sat 04-Jul-2015,Gold Coast,North Melbourne,125,70,Carrara
Sat 04-Jul-2015,Western Bulldogs,Carlton,64,53,Docklands
Sat 04-Jul-2015,Melbourne,West Coast,60,114,Marrara Oval
Sun 05-Jul-2015,Essendon,St Kilda,52,162,Docklands
Sun 05-Jul-2015,Fremantle,Brisbane Lions,84,48,Subiaco
Thu 09-Jul-2015,Port Adelaide,Collingwood,66,63,Adelaide Oval
Fri 10-Jul-2015,Richmond,Carlton,71,41,M.C.G.
Sat 11-Jul-2015,Essendon,Melbourne,69,60,M.C.G.
Sat 11-Jul-2015,Western Bulldogs,Gold Coast,95,73,Cazaly's Stadium
Sat 11-Jul-2015,North Melbourne,Geelong,120,79,Docklands
Sat 11-Jul-2015,West Coast,Adelaide,147,91,Subiaco
Sun 12-Jul-2015,Greater Western Sydney,St Kilda,84,49,Sydney Showground
Sun 12-Jul-2015,Hawthorn,Fremantle,115,43,York Park
Sun 12-Jul-2015,Brisbane Lions,Sydney,49,70,Gabba
Fri 17-Jul-2015,North Melbourne,Essendon,93,68,Docklands
Sat 18-Jul-2015,Geelong,Western Bulldogs,72,64,Kardinia Park
Sat 18-Jul-2015,Gold Coast,Greater Western Sydney,79,94,Carrara
Sat 18-Jul-2015,Collingwood,West Coast,56,87,Docklands
Sat 18-Jul-2015,Sydney,Hawthorn,57,146,Stadium Australia
Sat 18-Jul-2015,Fremantle,Carlton,95,53,Subiaco
Sun 19-Jul-2015,Melbourne,Brisbane Lions,60,36,M.C.G.
Sun 19-Jul-2015,Port Adelaide,Adelaide,113,116,Adelaide Oval
Sun 19-Jul-2015,St Kilda,Richmond,73,89,Docklands
Fri 24-Jul-2015,Carlton,Hawthorn,35,173,Docklands
Sat 25-Jul-2015,Greater Western Sydney,Geelong,42,69,Manuka Oval
Sat 25-Jul-2015,Adelaide,Gold Coast,125,80,Adelaide Oval
Sat 25-Jul-2015,Richmond,Fremantle,78,82,M.C.G.
Sat 25-Jul-2015,Essendon,Port Adelaide,116,129,Docklands
Sat 25-Jul-2015,Brisbane Lions,North Melbourne,38,110,Gabba
Sun 26-Jul-2015,Western Bulldogs,Collingwood,104,86,Docklands
Sun 26-Jul-2015,Melbourne,St Kilda,46,83,M.C.G.
Sun 26-Jul-2015,West Coast,Sydney,103,51,Subiaco
Fri 31-Jul-2015,Hawthorn,Richmond,53,71,M.C.G.
Sat 01-Aug-2015,Geelong,Brisbane Lions,113,57,Kardinia Park
Sat 01-Aug-2015,Collingwood,Melbourne,54,91,M.C.G.
Sat 01-Aug-2015,Sydney,Adelaide,117,65,S.C.G.
Sat 01-Aug-2015,Carlton,North Melbourne,54,118,Docklands
Sat 01-Aug-2015,Gold Coast,West Coast,83,83,Carrara
Sun 02-Aug-2015,Port Adelaide,St Kilda,112,49,Adelaide Oval
Sun 02-Aug-2015,Essendon,Western Bulldogs,40,127,Docklands
Sun 02-Aug-2015,Fremantle,Greater Western Sydney,84,63,Subiaco
Fri 07-Aug-2015,Adelaide,Richmond,88,52,Adelaide Oval
Sat 08-Aug-2015,Collingwood,Carlton,105,87,M.C.G.
Sat 08-Aug-2015,Western Bulldogs,Port Adelaide,128,64,Docklands
Sat 08-Aug-2015,Brisbane Lions,Gold Coast,100,114,Gabba
Sat 08-Aug-2015,Geelong,Sydney,95,63,Kardinia Park
Sat 08-Aug-2015,West Coast,Hawthorn,74,88,Subiaco
Sun 09-Aug-2015,Melbourne,North Melbourne,92,127,M.C.G.
Sun 09-Aug-2015,Greater Western Sydney,Essendon,93,61,Sydney Showground
Sun 09-Aug-2015,St Kilda,Fremantle,59,96,Docklands
Fri 14-Aug-2015,Sydney,Collingwood,87,76,S.C.G.
Sat 15-Aug-2015,Essendon,Adelaide,59,171,Docklands
Sat 15-Aug-2015,North Melbourne,St Kilda,120,83,Bellerive Oval
Sat 15-Aug-2015,Port Adelaide,Greater Western Sydney,111,90,Adelaide Oval
Sat 15-Aug-2015,Brisbane Lions,Carlton,131,67,Gabba
Sat 15-Aug-2015,Geelong,Hawthorn,85,121,M.C.G.
Sun 16-Aug-2015,Richmond,Gold Coast,138,55,M.C.G.
Sun 16-Aug-2015,Western Bulldogs,Melbourne,153,55,Docklands
Sun 16-Aug-2015,Fremantle,West Coast,80,104,Subiaco
Fri 21-Aug-2015,Hawthorn,Port Adelaide,86,108,Docklands
Sat 22-Aug-2015,Collingwood,Richmond,56,147,M.C.G.
Sat 22-Aug-2015,Greater Western Sydney,Sydney,44,133,Sydney Showground
Sat 22-Aug-2015,Gold Coast,Essendon,97,95,Carrara
Sat 22-Aug-2015,St Kilda,Geelong,97,97,Docklands
Sat 22-Aug-2015,Adelaide,Brisbane Lions,131,44,Adelaide Oval
Sun 23-Aug-2015,North Melbourne,Fremantle,94,83,Docklands
Sun 23-Aug-2015,Carlton,Melbourne,78,55,M.C.G.
Sun 23-Aug-2015,West Coast,Western Bulldogs,162,85,Subiaco
Fri 28-Aug-2015,Geelong,Collingwood,62,110,M.C.G.
Sat 29-Aug-2015,Greater Western Sydney,Carlton,132,51,Sydney Showground
Sat 29-Aug-2015,Hawthorn,Brisbane Lions,134,62,York Park
Sat 29-Aug-2015,North Melbourne,Western Bulldogs,73,96,Docklands
Sat 29-Aug-2015,Essendon,Richmond,47,74,M.C.G.
Sat 29-Aug-2015,Gold Coast,Port Adelaide,51,88,Carrara
Sun 30-Aug-2015,Adelaide,West Coast,126,69,Adelaide Oval
Sun 30-Aug-2015,St Kilda,Sydney,38,135,Docklands
Sun 30-Aug-2015,Fremantle,Melbourne,108,54,Subiaco
Fri 04-Sep-2015,Richmond,North Melbourne,108,67,Docklands
Sat 05-Sep-2015,Geelong,Adelaide,119,80,Kardinia Park
Sat 05-Sep-2015,Brisbane Lions,Western Bulldogs,130,122,Gabba
Sat 05-Sep-2015,Port Adelaide,Fremantle,122,53,Adelaide Oval
Sat 05-Sep-2015,Hawthorn,Carlton,113,56,M.C.G.
Sat 05-Sep-2015,Sydney,Gold Coast,127,64,S.C.G.
Sat 05-Sep-2015,West Coast,St Kilda,125,30,Subiaco
Sun 06-Sep-2015,Melbourne,Greater Western Sydney,103,77,Docklands
Sun 06-Sep-2015,Collingwood,Essendon,92,95,M.C.G.
Fri 11-Sep-2015,West Coast,Hawthorn,96,64,Subiaco
Sat 12-Sep-2015,Fremantle,Sydney,69,60,Subiaco
Sat 12-Sep-2015,Western Bulldogs,Adelaide,102,109,M.C.G.
Sun 13-Sep-2015,Richmond,North Melbourne,88,105,M.C.G.
Fri 18-Sep-2015,Hawthorn,Adelaide,135,61,M.C.G.
Sat 19-Sep-2015,Sydney,North Melbourne,51,77,Stadium Australia
Fri 25-Sep-2015,Fremantle,Hawthorn,67,94,Subiaco
Sat 26-Sep-2015,West Coast,North Melbourne,80,55,Subiaco
Sat 03-Oct-2015,West Coast,Hawthorn,61,107,M.C.G.
