Date,Home Team,Away Team,Home Score,Away Score,Venue
Sat 27-Jun-2020,Gold Coast,Fremantle,64,51,Carrara
Sun 28-Jun-2020,Brisbane Lions,Adelaide,83,46,Gabba
Sun 28-Jun-2020,Melbourne,Geelong,44,47,M.C.G.
Sun 28-Jun-2020,Hawthorn,North Melbourne,58,54,Docklands
Thu 02-Jul-2020,Carlton,St Kilda,55,73,Docklands
Fri 03-Jul-2020,Collingwood,Essendon,48,63,M.C.G.
Sat 04-Jul-2020,West Coast,Sydney,77,43,Carrara
Sat 04-Jul-2020,Geelong,Gold Coast,89,52,Kardinia Park
Sat 04-Jul-2020,Western Bulldogs,North Melbourne,87,38,Docklands
Sat 04-Jul-2020,Brisbane Lions,Port Adelaide,85,48,Gabba
Sun 05-Jul-2020,Adelaide,Fremantle,34,54,Carrara
Sun 05-Jul-2020,Melbourne,Richmond,52,79,M.C.G.
Sun 05-Jul-2020,Greater Western Sydney,Hawthorn,83,49,Sydney Showground
Thu 09-Jul-2020,Geelong,Brisbane Lions,73,46,S.C.G.
Fri 10-Jul-2020,Collingwood,Hawthorn,59,27,Sydney Showground
Sat 11-Jul-2020,Fremantle,St Kilda,79,73,Carrara
Sat 11-Jul-2020,West Coast,Adelaide,67,34,Gabba
Sat 11-Jul-2020,Melbourne,Gold Coast,80,63,Sydney Showground
Sat 11-Jul-2020,Essendon,North Melbourne,67,53,Carrara
Sun 12-Jul-2020,Port Adelaide,Greater Western Sydney,63,46,Carrara
Sun 12-Jul-2020,Richmond,Sydney,34,26,Gabba
Sun 12-Jul-2020,Carlton,Western Bulldogs,103,51,Carrara
Thu 16-Jul-2020,Geelong,Collingwood,35,57,Perth Stadium
Fri 17-Jul-2020,Essendon,Western Bulldogs,51,93,Carrara
Sat 18-Jul-2020,Greater Western Sydney,Brisbane Lions,68,88,Sydney Showground
Sat 18-Jul-2020,Sydney,Gold Coast,60,92,S.C.G.
Sat 18-Jul-2020,Richmond,North Melbourne,77,23,Carrara
Sun 19-Jul-2020,Carlton,Port Adelaide,61,64,Gabba
Sun 19-Jul-2020,Hawthorn,Melbourne,48,91,Sydney Showground
Sun 19-Jul-2020,Fremantle,West Coast,32,62,Perth Stadium
Mon 20-Jul-2020,Adelaide,St Kilda,55,78,Adelaide Oval
Thu 23-Jul-2020,Gold Coast,Western Bulldogs,46,51,Carrara
Fri 24-Jul-2020,Greater Western Sydney,Richmond,62,50,Sydney Showground
Sat 25-Jul-2020,North Melbourne,Carlton,57,64,Gabba
Sat 25-Jul-2020,Sydney,Hawthorn,60,53,S.C.G.
Sat 25-Jul-2020,Port Adelaide,St Kilda,44,73,Adelaide Oval
Sun 26-Jul-2020,Adelaide,Essendon,59,62,Adelaide Oval
Sun 26-Jul-2020,West Coast,Collingwood,111,45,Perth Stadium
Sun 26-Jul-2020,Melbourne,Brisbane Lions,49,53,Carrara
Mon 27-Jul-2020,Fremantle,Geelong,16,48,Perth Stadium
Wed 29-Jul-2020,Western Bulldogs,Richmond,49,90,Carrara
Thu 30-Jul-2020,Melbourne,Port Adelaide,32,83,Gabba
Fri 31-Jul-2020,Carlton,Hawthorn,58,89,Perth Stadium
Fri 31-Jul-2020,Essendon,Brisbane Lions,28,91,Carrara
Sat 01-Aug-2020,North Melbourne,Adelaide,119,50,Carrara
Sat 01-Aug-2020,St Kilda,Sydney,101,48,Gabba
Sat 01-Aug-2020,West Coast,Geelong,73,64,Perth Stadium
Sun 02-Aug-2020,Gold Coast,Greater Western Sydney,35,61,Carrara
Sun 02-Aug-2020,Fremantle,Collingwood,61,49,Perth Stadium
Mon 03-Aug-2020,Port Adelaide,Western Bulldogs,55,42,Adelaide Oval
Tue 04-Aug-2020,Richmond,Brisbane Lions,82,41,Carrara
Wed 05-Aug-2020,Geelong,North Melbourne,90,57,Gabba
Wed 05-Aug-2020,Adelaide,Melbourne,37,88,Adelaide Oval
Thu 06-Aug-2020,Collingwood,Sydney,50,41,Gabba
Thu 06-Aug-2020,Gold Coast,St Kilda,74,78,Carrara
Fri 07-Aug-2020,Essendon,Greater Western Sydney,55,59,Carrara
Sat 08-Aug-2020,Port Adelaide,Richmond,93,72,Adelaide Oval
Sat 08-Aug-2020,Brisbane Lions,Western Bulldogs,96,72,Gabba
Sun 09-Aug-2020,West Coast,Carlton,72,50,Perth Stadium
Sun 09-Aug-2020,Melbourne,North Melbourne,92,35,Adelaide Oval
Mon 10-Aug-2020,St Kilda,Geelong,34,93,Gabba
Mon 10-Aug-2020,Fremantle,Hawthorn,48,32,Perth Stadium
Tue 11-Aug-2020,Adelaide,Collingwood,38,62,Adelaide Oval
Wed 12-Aug-2020,Gold Coast,Essendon,73,73,Carrara
Thu 13-Aug-2020,Sydney,Greater Western Sydney,66,25,Perth Stadium
Fri 14-Aug-2020,Geelong,Port Adelaide,91,31,Carrara
Sat 15-Aug-2020,North Melbourne,Brisbane Lions,52,53,Carrara
Sat 15-Aug-2020,Melbourne,Collingwood,100,44,Gabba
Sat 15-Aug-2020,Fremantle,Carlton,36,40,Perth Stadium
Sun 16-Aug-2020,Western Bulldogs,Adelaide,111,54,Carrara
Sun 16-Aug-2020,St Kilda,Essendon,68,33,Gabba
Sun 16-Aug-2020,West Coast,Hawthorn,81,49,Perth Stadium
Mon 17-Aug-2020,Richmond,Gold Coast,53,32,Gabba
Fri 21-Aug-2020,Gold Coast,Carlton,27,60,Marrara Oval
Sat 22-Aug-2020,Western Bulldogs,Melbourne,80,52,Carrara
Sat 22-Aug-2020,Port Adelaide,Hawthorn,68,58,Adelaide Oval
Sat 22-Aug-2020,Essendon,Richmond,61,73,Marrara Oval
Sat 22-Aug-2020,Fremantle,Sydney,50,19,Perth Stadium
Sun 23-Aug-2020,Adelaide,Geelong,37,65,Adelaide Oval
Sun 23-Aug-2020,Brisbane Lions,St Kilda,50,48,Gabba
Sun 23-Aug-2020,West Coast,Greater Western Sydney,61,49,Perth Stadium
Mon 24-Aug-2020,Collingwood,North Melbourne,65,35,Gabba
Thu 27-Aug-2020,Hawthorn,Essendon,71,87,Adelaide Oval
Thu 27-Aug-2020,Richmond,West Coast,88,61,Carrara
Fri 28-Aug-2020,Western Bulldogs,Geelong,61,72,Carrara
Sat 29-Aug-2020,Port Adelaide,Sydney,73,47,Adelaide Oval
Sat 29-Aug-2020,Fremantle,Greater Western Sydney,53,91,Perth Stadium
Sat 29-Aug-2020,Melbourne,St Kilda,52,49,Traeger Park
Sun 30-Aug-2020,Carlton,Collingwood,48,72,Gabba
Sun 30-Aug-2020,Gold Coast,North Melbourne,91,28,Carrara
Tue 01-Sep-2020,Hawthorn,Adelaide,48,83,Adelaide Oval
Tue 01-Sep-2020,West Coast,Essendon,60,45,Gabba
Wed 02-Sep-2020,Richmond,Fremantle,56,29,Carrara
Thu 03-Sep-2020,Sydney,Melbourne,67,46,Cazaly's Stadium
Thu 03-Sep-2020,Greater Western Sydney,Carlton,48,39,Carrara
Fri 04-Sep-2020,Brisbane Lions,Collingwood,42,34,Gabba
Sat 05-Sep-2020,North Melbourne,Port Adelaide,42,78,Carrara
Sun 06-Sep-2020,St Kilda,Hawthorn,80,66,Carrara
Sun 06-Sep-2020,Geelong,Essendon,108,42,Gabba
Sun 06-Sep-2020,Western Bulldogs,West Coast,49,47,Carrara
Mon 07-Sep-2020,Melbourne,Fremantle,33,47,Cazaly's Stadium
Tue 08-Sep-2020,Adelaide,Greater Western Sydney,59,47,Adelaide Oval
Tue 08-Sep-2020,Carlton,Sydney,57,52,Carrara
Wed 09-Sep-2020,Brisbane Lions,Gold Coast,88,43,Gabba
Thu 10-Sep-2020,St Kilda,West Coast,50,65,Gabba
Fri 11-Sep-2020,Geelong,Richmond,31,57,Carrara
Sat 12-Sep-2020,North Melbourne,Fremantle,35,99,Carrara
Sat 12-Sep-2020,Port Adelaide,Essendon,79,29,Adelaide Oval
Sat 12-Sep-2020,Greater Western Sydney,Melbourne,74,79,Gabba
Sun 13-Sep-2020,Carlton,Adelaide,56,72,Carrara
Sun 13-Sep-2020,Hawthorn,Western Bulldogs,40,76,Adelaide Oval
Sun 13-Sep-2020,Sydney,Brisbane Lions,41,73,Cazaly's Stadium
Mon 14-Sep-2020,Collingwood,Gold Coast,68,46,Gabba
Thu 17-Sep-2020,North Melbourne,West Coast,34,49,Carrara
Fri 18-Sep-2020,St Kilda,Greater Western Sydney,82,30,Gabba
Sat 19-Sep-2020,Essendon,Melbourne,49,68,Carrara
Sat 19-Sep-2020,Adelaide,Richmond,33,77,Adelaide Oval
Sat 19-Sep-2020,Brisbane Lions,Carlton,78,61,Gabba
Sun 20-Sep-2020,Hawthorn,Gold Coast,108,57,Adelaide Oval
Sun 20-Sep-2020,Sydney,Geelong,63,69,Carrara
Sun 20-Sep-2020,Fremantle,Western Bulldogs,44,74,Cazaly's Stadium
Mon 21-Sep-2020,Collingwood,Port Adelaide,45,61,Gabba
Thu 01-Oct-2020,Port Adelaide,Geelong,58,42,Adelaide Oval
Fri 02-Oct-2020,Brisbane Lions,Richmond,69,54,Gabba
Sat 03-Oct-2020,St Kilda,Western Bulldogs,67,64,Gabba
Sat 03-Oct-2020,West Coast,Collingwood,75,76,Perth Stadium
Fri 09-Oct-2020,Richmond,St Kilda,80,49,Carrara
Sat 10-Oct-2020,Geelong,Collingwood,100,32,Gabba
Fri 16-Oct-2020,Port Adelaide,Richmond,40,46,Adelaide Oval
Sat 17-Oct-2020,Brisbane Lions,Geelong,42,82,Gabba
Sat 24-Oct-2020,Richmond,Geelong,81,50,Gabba
